depth,age,char Count_i  (#),char Vol_i  (cm3),char Con_i        (# cm-3),charAcc,charBkg         (# cm-2 yr-1),char Peak       (# cm-2 yr-1),thresh          1             (# cm-2 yr-1),thresh          2             (# cm-2 yr-1),thresh          3             (# cm-2 yr-1),thresh FinalPos                 (# cm-2 yr-1),thresh FinalNeg                 (# cm-2 yr-1),SNI    (index)         ,thresh GOF         (p-val),peaks         1           ,peaks         2           ,peaks         3           ,peaks         Final    ,peaks Insig.,peak           Mag              (# cm-2 peak-1),smPeak Frequ       (peaks 1ka-1),smFRIs       (yr*fire-1),nFRIs       (#),mFRI       (yr fire-1),mFRI_uCI      (yr fire-1),mFRI_lCI     (yr fire-1),WBLb      (yr),WBLb_uCI      (yr),WBLb_lCI     (yr fire-1),WBLc     (unitless),WBLc_uCI     (unitless),WBLc_lCI     (unitless)
521.63,11103,1,1,1,0.1369,0.2531,-0.1162,0.1633,0.255,0.3578,0.255,-0.3713,4.56,0.67,0,0,0,0,0,0,3.55,185,,,,,,,,,,
522.86,11112,0,1,0.11,0.0141,0.256,-0.2419,0.1648,0.2569,0.3601,0.2569,-0.3715,4.59,0.75,0,0,0,0,0,0,3.49,185,,,,,,,,,,
524,11121,4,1,3.78,0.5247,0.2588,0.2659,0.1664,0.2587,0.3622,0.2587,-0.3717,4.62,0.85,0,0,0,0,1,0.0645,3.42,185,,,,,,,,,,
525.25,11130,3,1,3.33,0.4365,0.2615,0.175,0.1679,0.2606,0.3644,0.2606,-0.372,4.66,0.58,0,0,0,0,0,0,3.35,185,,,,,,,,,,
526.43,11139,2,1,1.78,0.2226,0.2642,-0.0416,0.1694,0.2623,0.3665,0.2623,-0.3722,4.69,0.53,0,0,0,0,0,0,3.29,185,,,,,,,,,,
527.56,11148,1,1,0.56,0.066,0.2668,-0.2008,0.1709,0.2641,0.3687,0.2641,-0.3725,4.72,0.31,0,0,0,0,0,0,3.22,185,,,,,,,,,,
528.63,11157,1,1,1,0.125,0.2693,-0.1443,0.1723,0.2659,0.3708,0.2659,-0.3729,4.74,0.41,0,0,0,0,0,0,3.15,184,,,,,,,,,,
529.75,11166,1,1,1,0.1389,0.2717,-0.1328,0.1738,0.2677,0.3729,0.2677,-0.3733,4.77,0.72,0,0,0,0,0,0,3.09,184,,,,,,,,,,
531,11175,1,1,0.67,0.1185,0.274,-0.1555,0.1753,0.2695,0.3751,0.2695,-0.3737,4.8,0.74,0,0,0,0,0,0,3.02,184,,,,,,,,,,
532.6,11184,1,1,1.11,0.1934,0.2763,-0.0829,0.1767,0.2713,0.3772,0.2713,-0.3743,4.83,0.41,0,0,0,0,0,0,2.96,184,,,,,,,,,,
534.17,11193,6,1,6,1,0.2785,0.7215,0.1782,0.2731,0.3795,0.2731,-0.3749,4.85,0.22,0,0,0,0,0,0,2.89,184,,,,,,,,,,
535.67,11202,8,1,7.78,1.2757,0.2807,0.995,0.1797,0.275,0.3818,0.275,-0.3756,4.88,0.21,0,0,0,0,0,0,2.83,184,,,,,,,,,,
537.14,11211,4,1,4.33,0.619,0.2828,0.3362,0.1813,0.277,0.3843,0.277,-0.3764,4.9,0.2,0,0,0,0,0,0,2.77,184,,,,,,,,,,
538.43,11220,11,1,10.67,1.5238,0.2848,1.239,0.1829,0.2791,0.3869,0.2791,-0.3774,4.93,0.14,0,0,0,0,0,0,2.71,184,,,,,,,,,,
539.71,11229,10,1,9.67,1.0587,0.2868,0.7719,0.1846,0.2813,0.3896,0.2813,-0.3785,4.95,0.13,0,1,1,1,0,34.8164,2.65,184,,,,,,,,,,
540.7,11238,6,1,6.33,0.563,0.2887,0.2742,0.1864,0.2836,0.3926,0.2836,-0.3799,4.96,0.13,0,0,0,0,0,0,2.6,184,,,,,,,,,,
541.5,11247,6,1,6,0.4583,0.2906,0.1678,0.1884,0.2862,0.3958,0.2862,-0.3814,4.98,0.16,0,0,0,0,0,0,2.54,184,,,,,,,,,,
542.19,11256,8,1,8,0.5,0.2923,0.2077,0.1905,0.289,0.3993,0.289,-0.3833,4.99,0.18,0,0,0,0,0,0,2.49,184,,,,,,,,,,
542.75,11265,10,1,9.67,0.537,0.294,0.243,0.1928,0.292,0.4032,0.292,-0.3855,5.01,0.14,0,0,0,0,0,0,2.44,183,,,,,,,,,,
543.25,11274,11,1,11,0.55,0.2956,0.2544,0.1952,0.2953,0.4075,0.2953,-0.3881,5.02,0.18,0,0,0,0,0,0,2.38,183,,,,,,,,,,
543.7,11283,10,1,10,0.5,0.2971,0.2029,0.1978,0.2988,0.412,0.2988,-0.3909,5.02,0.15,1,0,0,0,0,0,2.34,183,,,,,,,,,,
544.15,11292,8,1,8,0.4,0.2984,0.1016,0.2005,0.3025,0.4169,0.3025,-0.3941,5.02,0.13,0,0,0,0,0,0,2.29,183,,,,,,,,,,
544.6,11301,8,1,7.78,0.3912,0.2996,0.0916,0.2034,0.3065,0.4221,0.3065,-0.3977,5.02,0.15,0,0,0,0,0,0,2.24,183,,,,,,,,,,
545.05,11310,6,1,6,0.3158,0.3005,0.0153,0.2064,0.3107,0.4277,0.3107,-0.4016,5.02,0.15,0,0,0,0,0,0,2.2,183,,,,,,,,,,
545.53,11319,6,1,6,0.3158,0.3012,0.0146,0.2095,0.3151,0.4335,0.3151,-0.4059,5,0.1,0,0,0,0,0,0,2.15,183,,,,,,,,,,
546,11328,5,1,5,0.2778,0.3017,-0.0239,0.2127,0.3197,0.4395,0.3197,-0.4105,4.99,0.14,0,0,0,0,0,0,2.11,183,,,,,,,,,,
546.5,11337,5,1,5,0.2778,0.3018,-0.024,0.216,0.3244,0.4459,0.3244,-0.4154,4.97,0.15,0,0,0,0,0,0,2.07,183,,,,,,,,,,
