"Silver_id","Silver_age","Abies balsamea","Acer negundo","Acer pensylvanicum","Acer rubrum","Acer saccharinum","Acer saccharum","Acer undiff.","Alnus incana","Alnus viridis subsp. crispa","Amaranthaceae undiff.","Ambrosia","Artemisia","Asteraceae undiff.","Balsaminaceae","Betula","Brassicaceae","Campanulaceae","Cannabaceae","Carya","Castanea","Celtis","Cephalanthus","Cornus","Corylus","Cupressaceae/Taxaceae undiff.","Cyperaceae","Eupatorium","Fabaceae","Fagus grandifolia","Fraxinus americana","Fraxinus pennsylvanica","Fraxinus quadrangulata/F. nigra-type","Galium","Ilex","Indeterminable","Iva","Juglans cinerea","Juglans nigra","Larix","Liquidambar","Mentha","Morus","Myrica","Myriophyllum","Nuphar","Nyssa","Ostrya/Carpinus","Oxalis","Picea undiff.","Pinus banksiana/P. resinosa","Pinus strobus","Pinus undiff.","Plantago","Platanus","Poaceae","Polygonaceae undiff.","Populus","Potamogeton","Potentilla","Quercus","Ranunculaceae undiff.","Rhamnus","Rosaceae undiff.","Rumex","Salix","Salsola","Sambucus","Sarcobatus","Saxifragaceae","Shepherdia","Sparganium","Stachys","Thalictrum","Tilia","Triglochin","Tsuga","Typha","Ulmus","Urtica","Vaccinium","Viburnum","Violaceae","Vitis","Zanthoxylum americanum"
164655,8330,0.259067357512953,0.518134715025907,0.77720207253886,0.259067357512953,0.259067357512953,0.77720207253886,0,0,0,0.518134715025907,3.8860103626943,0,0.77720207253886,0,0.518134715025907,0,0,0.518134715025907,12.4352331606218,0,0,0.518134715025907,0.518134715025907,0.77720207253886,1.29533678756477,0.518134715025907,0,1.81347150259067,0,0,0,1.81347150259067,1.29533678756477,0,0.77720207253886,0,0.259067357512953,0.518134715025907,0,0,0,0,0,0.518134715025907,0,0.259067357512953,1.03626943005181,0,0.259067357512953,2.07253886010363,0.259067357512953,0.77720207253886,0.518134715025907,0,4.66321243523316,0,0.518134715025907,0,0,42.4870466321244,1.29533678756477,0,0,1.03626943005181,0,0,0,1.03626943005181,0.259067357512953,0,0,0,0,1.03626943005181,0.518134715025907,0.259067357512953,0.518134715025907,8.03108808290155,1.03626943005181,0,0,0,0,0
164656,8475,0,0.27972027972028,0,0.27972027972028,0.559440559440559,0.27972027972028,0,0,0,0.559440559440559,3.07692307692308,0,0.559440559440559,0,0.27972027972028,0,0,0,11.7482517482517,0,0,0.839160839160839,0,0.27972027972028,0.559440559440559,1.11888111888112,0,1.11888111888112,0.27972027972028,0,2.23776223776224,0.559440559440559,0.839160839160839,0,0.839160839160839,0.27972027972028,0.27972027972028,1.3986013986014,0,0,0,0,0,0.27972027972028,0,0.559440559440559,1.11888111888112,0,0,0,0,2.65734265734266,0.27972027972028,0,1.3986013986014,0,0.839160839160839,0,0,50.9090909090909,3.07692307692308,0,0,0.559440559440559,0,0,0,0,0,0,0,0,0,0.559440559440559,0,0,0,8.95104895104895,0.559440559440559,0,0,0,0,0
164657,8618,0,0,0.256739409499358,0.770218228498075,0.256739409499358,2.05391527599487,0,0,0.256739409499358,1.28369704749679,5.13478818998716,0.770218228498075,0,0,0.256739409499358,0,0,0,11.8100128369705,0,0,0.256739409499358,0.256739409499358,2.05391527599487,0,1.02695763799743,0,1.02695763799743,0,0.256739409499358,0.513478818998716,1.79717586649551,0.513478818998716,0,1.54043645699615,0.513478818998716,0.256739409499358,0.513478818998716,0,0,0.770218228498075,0,0,0,0,0.770218228498075,1.54043645699615,0,0,0.641848523748395,0.256739409499358,1.54043645699615,1.02695763799743,0,2.56739409499358,0,0,0,0,44.1591784338896,2.05391527599487,0,0,2.82413350449294,0.256739409499358,0,0.256739409499358,0.770218228498075,0,0,0,0,0.256739409499358,0,0,0,0.256739409499358,6.41848523748395,0,0,0,0,0.256739409499358,0
164658,8767,0.666666666666667,0,0.266666666666667,0.533333333333333,0.266666666666667,2.13333333333333,0,0,0,0,4.26666666666667,0,0,0,0.533333333333333,0,0,0,10.1333333333333,0,0,1.06666666666667,0,1.86666666666667,0.533333333333333,1.6,0.266666666666667,0.533333333333333,0,0.533333333333333,0.533333333333333,2.4,0.8,0,0,0.266666666666667,0.266666666666667,0.266666666666667,0,0,0,0,0,0.533333333333333,0,1.33333333333333,1.06666666666667,0,0,0,0,0.933333333333333,1.33333333333333,0,3.46666666666667,0,0.8,0,0,50.6666666666667,2.13333333333333,0,0,3.46666666666667,0,0,0,0.266666666666667,0,0,0,0,0,0.533333333333333,0,0,0,3.73333333333333,0,0,0,0,0,0
164659,8922,0.261437908496732,0,0.261437908496732,0,1.04575163398693,2.09150326797386,0,0,0,0.261437908496732,6.5359477124183,0,0,0,0.522875816993464,0,0,0,9.67320261437909,0,0,0.784313725490196,0,0.784313725490196,1.04575163398693,0.261437908496732,0.261437908496732,1.83006535947712,0,0,1.04575163398693,1.30718954248366,0,0,1.56862745098039,0.261437908496732,1.04575163398693,0.522875816993464,0.261437908496732,0,0,0,0,0,0,0.261437908496732,0.784313725490196,0,0,0.522875816993464,0.261437908496732,2.48366013071895,1.83006535947712,0,3.66013071895425,0,0.261437908496732,0,0,47.843137254902,0.784313725490196,0,0,1.83006535947712,0,0,0,0.261437908496732,0,0,0,0,0.261437908496732,0,0,0.261437908496732,0.784313725490196,6.27450980392157,0,0,0,0,0,0
164660,9073,0,0.294985250737463,0.294985250737463,0.884955752212389,0,3.83480825958702,0,0,0,0,2.06489675516224,0,0,0,0.294985250737463,0,0,0.294985250737463,9.73451327433628,0,0,0,0,0.884955752212389,0.589970501474926,0.294985250737463,0,0.294985250737463,0,0,1.17994100294985,2.3598820058997,0.294985250737463,0,0.589970501474926,0,0,0.589970501474926,0,0.294985250737463,0,0,0,0,0,0,0.884955752212389,0,0,0.294985250737463,0,1.17994100294985,1.17994100294985,0,2.94985250737463,0,0.294985250737463,0,0,60.1769911504425,0.589970501474926,0,0,1.47492625368732,0,0,0,0.294985250737463,0,0,0,0,0.294985250737463,0.589970501474926,0.294985250737463,0.294985250737463,0.589970501474926,3.53982300884956,0,0,0,0,0,0
164661,9220,0,0,0,0.570613409415121,0.855920114122682,2.56776034236805,0,0,0,0,1.14122681883024,0.285306704707561,0,0,1.14122681883024,0,0,0.285306704707561,8.55920114122682,0,0,0.855920114122682,0.285306704707561,1.14122681883024,0.855920114122682,0,0,0.570613409415121,0,0.285306704707561,0.285306704707561,1.14122681883024,0,0,0,0.285306704707561,0,0,0,0.285306704707561,0,0,0,0,0,0.570613409415121,3.13837375178317,0,0.285306704707561,0.285306704707561,0,0.713266761768902,2.28245363766049,0,2.56776034236805,0,0.855920114122682,0,0,54.2082738944365,0.855920114122682,0,0,1.99714693295292,0,0,0,1.14122681883024,0,0,0,0,0,0.570613409415121,0.285306704707561,0,0.855920114122682,7.70328102710414,0.285306704707561,0,0,0,0,0
164662,9293,0,0.305810397553517,0,0.917431192660551,0.611620795107034,3.05810397553517,0,0,0,0.305810397553517,0.611620795107034,0.305810397553517,0,0,0.305810397553517,0,0,0.611620795107034,7.03363914373089,0,0,0.305810397553517,0.305810397553517,1.8348623853211,0.305810397553517,0.305810397553517,0,0,0,0,1.22324159021407,0.305810397553517,0.611620795107034,0,1.22324159021407,0,0.305810397553517,0,0,0,0,0,0,0,0,0.611620795107034,1.22324159021407,0,0,0.764525993883792,0,0.458715596330275,0.611620795107034,0,0.917431192660551,0,0.305810397553517,0,0,59.6330275229358,0,0,0,0.917431192660551,0,0,0,0.305810397553517,0,0,0,0,0,1.52905198776758,0,0,0.917431192660551,11.0091743119266,0,0,0,0,0,0
164663,9364,0,0,0.593471810089021,1.48367952522255,0,2.37388724035608,0,0,0,0.29673590504451,1.78041543026706,0,0,0,0.593471810089021,0,0,0.29673590504451,10.6824925816024,0,0,0,0.29673590504451,1.78041543026706,0,0.29673590504451,0,0.29673590504451,0,0,1.18694362017804,1.78041543026706,0,0,2.67062314540059,0,0,0.593471810089021,0.29673590504451,0,0,0,0,0,0,0.29673590504451,3.85756676557863,0,0.741839762611276,0.593471810089021,0,1.3353115727003,0.890207715133531,0,2.67062314540059,0,0.890207715133531,0,0,51.0385756676558,0,0,0,0.593471810089021,0,0,0,0.29673590504451,0,0,0.29673590504451,0,0,0.593471810089021,0,0.29673590504451,0,8.01186943620178,0.29673590504451,0,0,0,0,0
164664,9436,0.435413642960813,0,0.58055152394775,3.19303338171263,0.290275761973875,3.77358490566038,0,0,0,0,2.90275761973875,0.290275761973875,0.58055152394775,0,1.1611030478955,0,0,0.290275761973875,8.41799709724238,0,0,0.290275761973875,0.58055152394775,2.322206095791,0.58055152394775,0.290275761973875,0,0,0.290275761973875,0.290275761973875,0.58055152394775,2.61248185776488,0.870827285921626,0,0.870827285921626,0.290275761973875,0,0.290275761973875,0,0,0,0,0,0,0,0.58055152394775,3.19303338171263,0,1.45137880986938,0.290275761973875,0.58055152394775,0.290275761973875,1.45137880986938,0,0.870827285921626,0,0.58055152394775,0,0,46.7343976777939,0.870827285921626,0,0,1.45137880986938,0,0,0,0.290275761973875,0,0,0,0,0,0.290275761973875,0.290275761973875,0,0.58055152394775,8.12772133526851,0,0,0,0,0,0
