Depth,Age,spike.conc,Pinaceae,Abies.undiff.,Picea.undiff.,Picea.glauca,Picea.mariana,Pinus.undiff.,Pinus.strobus,Pinus.resinosa,Pinus.banksiana,Quercus.rubra,Quercus.undiff.,Fagaceae,Salix.undiff.,Ulmus.undiff.,Carya,Fraxinus.nigra,Fraxinus.pennsylvanica,Fraxinus.americana,Fraxinus,Ambrosia,Iva,Asteraceae,Corylus,Acer.undiff.,Acer.negundo,Acer.saccharum,Acer.rubrum,Acer.saccharinum,Poaceae,Rumex,Cornaceae,Juglans.cinerea,Alnus,Cyperus,Ostrya.Carpinus,Brassicaceae,Betulaceae,Betula,Juglans.undiff.,Rosaceae,Artemisia,Nyssa,Populus,Lamiaceae,Polygonaceae,Salicaceae,Galium,Cornus,Triglochin,Myriophyllum,Tilia,Brassica,Chenopodiaceae.sensu.stricto,Carex,Liquidambar,Morus,Nuphar,Stellaria,Myrica,Alismataceae,Plantaginaceae,Polygonum,Vitis,Sagittaria,Amorpha,Saxifragaceae,Oleaceae,Arceuthobium,Cyperaceae,Stachys,Sagittaria.1,Juniperus,Ranunculaceae,Typha,Celastraceae,Ephedra,Lamiaceae.1,Cannabaceae,Arctostaphylos,Platanus,Haloragaceae,Caryophyllaceae,Humulus,Cephalanthus,Castanea,Potentilla,Fagus,Salsola,Xanthium,Shepherdia,Larix,Myriophyllum.1,Tsuga,Dryas,Celtis,Triglochin.1,Alnus.cf..A..viridis.subsp..crispa,Sium,Agoseris,Alnus.incana,Shepherdia.undiff.,Juglans.nigra,Lamiaceae.2,Thuja,Nymphaea,Thalictrum,Sanguisorba,Elaeagnaceae,Eupatorium,Ranunculaceae.1,Potamogeton,Unknown,Indeterminable,X0,Sporormiella..DF.,Podospora..DF.,Sordaria..DF.,Apiosporaceae,Glomus,Diporotheca,Chaetomiaceae,Trichoglossum,Didorotheca,Gelasinospora,Melicla.ellisii,Geoglossum,Didymosphaeria.massarioides,Valsaria,Cercophora..DF.,X0.1,Osmunda,Lycopodium,Equisetum,Cystopteris,Dryopteris,Pteridium,Dennstaedtia,Adiantum,Sphagnum,Athyrium,Selaginella,Trees.and.Shrubs,Upland.Herbs,Aquatic.Vascular.Plants,Fungi..DF.,Pteridophytes,Aquatic.Bryophytes,Pollen.Sum,TreesandShrubs,Upland.Herbs.1,Aquatic.Vascular.Plants.1,Fungi,Pteridophytes.1,Aquatic.Bryophytes.1,Pollen.Sum.1,Fungi...Pollen.Sum,Aquatics...Pollen.Sum,Total.Picea,TotalPinus,TotalQuercus,TotalFraxinus,TotalAcer
1183.5,13594,50000,0,2.762430939,20.99447514,2.762430939,1.933701657,8.287292818,1.104972376,6.077348066,0,0.276243094,10.49723757,0,8.563535912,5.248618785,0,4.143646409,1.104972376,0,0,0.552486188,0.276243094,0,1.657458564,0.276243094,0,0,0,0,0.552486188,0,0,0,1.104972376,0,11.87845304,0,0,0.552486188,0,0,1.38121547,1.104972376,0,0,0.276243094,0,0,1.104972376,0,0,0.276243094,0,0.276243094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38121547,0,0,0,0,0,0,0,0,0,0,0,0,1.933701657,0,0,0,0,0,0.276243094,0.276243094,0,0.276243094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828729282,1.38121547,0,0.552486188,0.828729282,0.276243094,0,0,0,0,0,0.552486188,0,0,0,0,0,0,0,0,1.933701657,0,0,0.276243094,0,0,0.276243094,0,0,0,93.92265193,3.591160221,1.657458564,1.657458564,2.486187845,0,100,93.92265193,3.591160221,1.657458564,1.657458564,2.486187845,0,100,101.6574586,101.6574586,12.98342541,15.46961326,10.77348066,5.248618785,0.276243094
1187.5,13727,50000,0,0.317460317,25.3968254,0,0,1.904761905,0,0,0,0.634920635,18.0952381,0,5.079365079,4.444444444,1.904761905,9.523809524,0.634920635,0.634920635,0.317460317,0.634920635,0,0,0.317460317,0.634920635,0,0,0,0.317460317,3.174603175,0,0,0,0,0,21.58730159,0,0,0.317460317,0.317460317,0,1.26984127,0.634920635,0.317460317,0,0,0,0,0,0,0,0,0,0.317460317,0,0,0,0.317460317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317460317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317460317,0,0,0,0,0,0,0,0,0,0.634920635,2.222222222,0,0.634920635,0,1.26984127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952380952,0,0,0,0,0,0,0,0,0,93.65079365,5.396825397,0.634920635,1.904761905,0.952380952,0,100,93.65079365,5.396825397,0.634920635,1.904761905,0.952380952,0,100,101.9047619,100.6349206,1.904761905,1.904761905,18.73015873,11.11111111,0.952380952
1191.5,13857,50000,0,1.711491443,23.22738386,2.93398533,0.244498778,1.222493888,0,0,0,0,15.89242054,0,14.91442543,3.667481663,0.488997555,12.71393643,1.466992665,0,0,0.244498778,0,0.244498778,0.733496333,0,0,0,0,0,0.733496333,0,0,0,0,0,15.40342298,0,0,1.711491443,0,0,1.466992665,0.244498778,0,0,0,0,0,0,0,0,0.244498778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244498778,0,0,0.244498778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97799511,1.222493888,0,1.466992665,0.97799511,0,0,0,0,0.244498778,0.244498778,0,0.244498778,0,0.244498778,0.244498778,0,0,0,0,0,0.244498778,0,0,0,0,0,0,0,0,97.06601467,2.689486553,0.244498778,2.444987775,0.244498778,0,100,97.06601467,2.689486553,0.244498778,2.444987775,0.244498778,0,100,102.4449878,100.2444988,4.400977995,1.222493888,15.89242054,14.1809291,0
1194.5,13977,50000,0,0,25.07374631,0,0,0.884955752,0,0,0,0.294985251,20.64896755,0,4.424778761,2.949852507,4.12979351,11.79941003,0.294985251,0,0,1.769911504,0,0.589970501,1.179941003,1.179941003,0,0,0,0,2.064896755,0,0,0,0,0,13.56932153,0,0,1.179941003,0.294985251,0,0.294985251,0.294985251,1.179941003,0,0,0,0.294985251,0,0,0,0,0,0.294985251,0.294985251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294985251,0,0,0,0,0,0,0,0,0.589970501,0,0.294985251,0,0,0,0,0,0,0,0,0,0,0,0,0.294985251,0.294985251,1.474926254,0,0.589970501,0,0.589970501,0,0,0,0,0,0,0,0,0,0,0,0.294985251,0,0,4.424778761,0,0,0,0,0,0,0,0,0,89.67551622,5.899705015,0.884955752,1.474926254,4.424778761,0,100,89.67551622,5.899705015,0.884955752,1.474926254,4.424778761,0,100,101.4749263,100.8849558,0.884955752,0.884955752,20.9439528,12.09439528,1.179941003
1199.5,14161,50000,0,2.298850575,33.62068966,2.586206897,4.022988506,1.436781609,0.287356322,0,0,0,12.35632184,0,8.908045977,2.011494253,0,10.34482759,0,0.287356322,0,0.287356322,0,2.873563218,0.287356322,0,0,0,0,0,0.862068966,0,0,0,0.287356322,0,11.49425287,0,0,1.149425287,0,0,0.862068966,1.436781609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287356322,0,0,0,0,1.724137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287356322,0,0,0.287356322,0,0,0,0.287356322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862068966,0,1.149425287,2.011494253,0,0,0,0,0.574712644,0,0,0,0,0,0,0.287356322,0,0,0,0,0.862068966,0,0.287356322,0,0,0,0,0,0,93.10344828,5.747126437,1.724137931,3.16091954,1.149425287,0,100,93.10344828,5.747126437,1.724137931,3.16091954,1.149425287,0,100,103.1609195,101.7241379,8.045977011,1.724137931,12.35632184,10.63218391,0
1203.5,14314,50000,0.533333333,1.066666667,29.6,0,0,0.533333333,0,0,0,0,18.4,0,5.866666667,2.933333333,1.333333333,11.73333333,1.333333333,0,0,0.533333333,0,0.533333333,0.266666667,0.533333333,0,0.266666667,0,0,1.6,0,0,0,0,0.266666667,14.93333333,0,0,0.533333333,0.533333333,0,0,0,0,0,0,0,0.533333333,0,0,0,0,0,0.533333333,0,0,0,0,0,0,0,0,0.266666667,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0.266666667,0,0,0,0.533333333,0,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533333333,1.866666667,0,0,0.266666667,0.533333333,0,0,0,0.266666667,0,0,0,0,0,0,0.266666667,0.266666667,0,0,4,0,0,0,0,0,0,0,0,0.266666667,91.46666667,4.266666667,1.6,1.066666667,4.266666667,0,100,91.46666667,4.266666667,1.6,1.066666667,4.266666667,0,100,101.0666667,101.6,0.533333333,0.533333333,18.4,13.06666667,0.8
1207.5,14474,50000,0,1.492537313,32.8358209,0,0,1.492537313,0,0,0,2.686567164,11.94029851,0,3.582089552,4.179104478,0,8.358208955,0,0,0,0.298507463,0.298507463,0.597014925,0,0.895522388,0,0.895522388,0,0,1.194029851,0,0,0,0,0,21.19402985,0,0.597014925,1.194029851,0,0,0.895522388,0.298507463,0.298507463,0,0.298507463,0,0,0.895522388,0,0,0.298507463,0,0.298507463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.492537313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298507463,0,0,0,0,0,0,0.298507463,0,0.597014925,0,0,0,0,0,0,0,0.298507463,0,0,0,0.597014925,4.776119403,0,0,0,0.298507463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.492537313,0,0,0,0,0,0,0,0,0,94.32835821,4.179104478,1.492537313,0.298507463,1.492537313,0,100,94.32835821,4.179104478,1.492537313,0.298507463,1.492537313,0,100,100.2985075,101.4925373,1.492537313,1.492537313,14.62686567,8.358208955,1.791044776
1211.5,14629,50000,0,0.581395349,27.90697674,0,0,0.581395349,0,0,0,0.581395349,19.18604651,0,4.069767442,2.034883721,1.162790698,12.79069767,0.581395349,0,0,0.872093023,0,0.290697674,0.581395349,0.290697674,0,0,0,0,2.325581395,0,0,0.290697674,0,0.290697674,19.47674419,0,0,0.290697674,0,0,0.872093023,0.290697674,0.290697674,0,0,0,0.290697674,0.290697674,0,0,0,0,0.290697674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.453488372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290697674,0,0,0,0,0,0.290697674,0.290697674,0,0.581395349,0,0.290697674,0,0,0,0,0,0,0,0,0,0,2.61627907,0,0,0,0.290697674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.744186047,0,0,0,0,0,0,0,0,0,92.73255814,5.523255814,1.453488372,0.290697674,1.744186047,0,100,92.73255814,5.523255814,1.453488372,0.290697674,1.744186047,0,100,100.2906977,101.4534884,0.581395349,0.581395349,19.76744186,13.37209302,0.290697674
1215.5,14782,50000,0,3.355704698,58.05369128,0,0,1.342281879,0,0,0,0.33557047,8.053691275,0,1.342281879,0.67114094,0,2.348993289,0,0,0,0.33557047,1.342281879,2.013422819,0,1.677852349,0.33557047,0,0,0,3.020134228,0,0,0,0,0,9.395973154,0,1.677852349,2.013422819,0,0,0,0.33557047,0.33557047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33557047,0,0,0,0,0,0,0,0,0,0,0,1.677852349,0,0,0,0,0,0,0,0,0.67114094,0,0,0,0,0,0,0.33557047,0.33557047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33557047,0,0,0.67114094,3.355704698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.94630872,8.053691275,1.677852349,0,0,0,100,91.94630872,8.053691275,1.677852349,0,0,0,100,100,101.6778523,1.342281879,1.342281879,8.389261745,2.348993289,2.013422819
1219.5,14942,50000,0,0,46.25,0,0,1.875,0,0,0,0.625,11.875,0,5.625,1.5625,0.625,8.75,1.25,0,0,0.3125,0.625,0.625,0,0.9375,0,0,0,0,0.625,0,0,0,0,0,13.75,0,0.625,0.9375,0,0,0,0,0,0,0,0,0,0.3125,0,0,0.3125,0,0.625,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,0,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0.3125,2.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,0,1.25,0,0,0,0,0,0,0,0,0,95.625,3.125,1.25,0.3125,1.25,0,100,95.625,3.125,1.25,0.3125,1.25,0,100,100.3125,101.25,1.875,1.875,12.5,10,0.9375
1223.5,15094,50000,0,0.906344411,41.9939577,4.531722054,3.32326284,1.208459215,0,0,0,0,5.135951662,0,14.50151057,1.812688822,0,9.063444109,0.604229607,0,0,0.302114804,0,0.604229607,0.302114804,0,0,0,0,0,0.604229607,0,0,0,1.812688822,0,9.063444109,0,0,0.906344411,0,0,0.906344411,0.302114804,0,0,0,0,0,0.604229607,0,0,0,0,0,0,0.302114804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604229607,0,0,0,0,0,0.302114804,0,0.302114804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.58308157,2.416918429,0,0,0,0,100,97.58308157,2.416918429,0,0,0,0,100,100,100,9.063444109,1.208459215,5.135951662,9.667673716,0
1231.5,15378,50000,0,1.173020528,59.53079179,9.384164223,2.052785924,1.759530792,1.173020528,2.93255132,0.293255132,0,1.46627566,0,3.812316716,0.879765396,0,2.052785924,1.46627566,0,0,0.293255132,0,0.293255132,0.293255132,0.293255132,0,0,0,0,0.879765396,0,0,0,2.346041056,0,3.519061584,0,0,0.879765396,0,0,1.173020528,0.879765396,0,0,0,0,0,0.293255132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293255132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293255132,0,0,0,0.293255132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293255132,0.879765396,0.586510264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.06744868,2.93255132,0,1.759530792,0,0,100,97.06744868,2.93255132,0,1.759530792,0,0,100,101.7595308,100,13.19648094,6.158357771,1.46627566,3.519061584,0.293255132
1234.5,15490,50000,0,0.895522388,77.6119403,0,0,3.582089552,0,0,0,0,4.776119403,0,2.388059701,0,0.597014925,0.298507463,0,0,0,0,0,0.298507463,0,0.895522388,0,0,0,0,0.895522388,0,0,0,0,0,2.089552239,0,0.298507463,1.791044776,0,0.298507463,0.895522388,0,0,0,0,0,0,0,0,0,0,0,0.298507463,0,0,0,0,0,0,0,0,0.298507463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.492537313,0,0,0,0,0,0,0,0,0,0,0,0,3.28358209,0,0,0.298507463,0.298507463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298507463,0,0,0,0,0,0,0,0,0,96.71641791,2.985074627,0,0.597014925,0.298507463,0,100,96.71641791,2.985074627,0,0.597014925,0.298507463,0,100,100.5970149,100,3.582089552,3.582089552,4.776119403,0.298507463,0.895522388
1239.5,15646,50000,0,1.680672269,63.86554622,10.08403361,6.442577031,0.56022409,0,1.400560224,0.280112045,0,4.201680672,0,1.680672269,0.280112045,0,1.680672269,0.280112045,0,0,0,0,0.56022409,0,0,0,0,0,0,0.280112045,0,0,0,1.400560224,0,1.400560224,0,0,0.840336134,0,0,0.840336134,0.280112045,0,0,0,0,0,0.280112045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.680672269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280112045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.63865546,3.361344538,0,0,0,0,100,96.63865546,3.361344538,0,0,0,0,100,100,100,17.08683473,2.240896359,4.201680672,1.960784314,0
1242.5,15747,50000,0,2.43902439,85.97560976,0,0.304878049,2.43902439,0,0,0,0,0.914634146,0,0.304878049,0,0.304878049,0,0,0,0,0,0,1.829268293,0,0,0,0,0,0,0.304878049,0,0,0,0,0.304878049,0,0,0.304878049,0.914634146,0,0,1.829268293,0,0.304878049,0,0,0,0,0.304878049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304878049,0,0,0,0,0,0.609756098,0,0,0.304878049,0,0,0,0,0,0,0,0,0,0,0,0.304878049,1.219512195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.73170732,4.268292683,0,0,0,0,100,95.73170732,4.268292683,0,0,0,0,100,100,100,2.743902439,2.43902439,0.914634146,0,0
1250.5,15990,50000,0,2.1875,88.75,0,0,1.5625,0,0,0,0,2.8125,0,0.9375,0,0,0,0,0,0,0,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,0,0,0,0,0.3125,0,0.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0.3125,0,0,0,0,0,0,0,0,0.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,0,0,0,0,0,0.3125,0,0,0,0,0,0,99.0625,0.625,0,0,0.3125,0,100,99.0625,0.625,0,0,0.3125,0,100,100,100,1.5625,1.5625,2.8125,0,0
1258.5,16200,50000,0,2.686567164,87.76119403,0.597014925,0.597014925,2.089552239,0,0,0,0,0.597014925,0,0.895522388,0,0.298507463,0,0,0,0,0.298507463,0.298507463,0.298507463,0,0,0,0,0,0,0.597014925,0,0,0,0,0,0.298507463,0,0,0,0,0,0.298507463,0,0,0,0,0,0,0,0,0,0,0,0.298507463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.492537313,0,0,0,0,0,0,0,0,0.298507463,0,0,0,0,0,0,0,0,0,0,0,0,1.194029851,0,0,0,0.597014925,0,0,0,0,0,0,0,0,0,0,0,0.597014925,0,0,0,0,0,0,0,0,0,0,0,0.298507463,97.6119403,2.089552239,0,1.194029851,0.298507463,0,100,97.6119403,2.089552239,0,1.194029851,0.298507463,0,100,101.1940299,100,3.28358209,2.089552239,0.597014925,0,0
1266.5,16391,50000,0,2.160493827,84.25925926,0,0,4.62962963,0.308641975,0,0,0.308641975,2.160493827,0,1.851851852,0,0.308641975,0.308641975,0,0,0,0,0.617283951,0.617283951,0,0.308641975,0.308641975,0,0,0,0,0,0,0,0.308641975,0,0,0,0,0.308641975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308641975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308641975,0,0,0,0,0,0,0,0.308641975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308641975,0,0.925925926,0,0,0,0,0,0,0,0,0,0,0,0.308641975,0,0,0.308641975,0,0,0,0,0,0,0,0,0,97.83950617,1.851851852,0,1.543209877,0.308641975,0,100,97.83950617,1.851851852,0,1.543209877,0.308641975,0,100,101.5432099,100,4.62962963,4.938271605,2.469135802,0.308641975,0.617283951
1274.5,16575,50000,0,3.745318352,68.16479401,0,0.74906367,6.741573034,0,0,0,0,1.498127341,0,1.123595506,0,0,0,0,0,0,0.74906367,1.123595506,1.498127341,0,0,0,0,0,0,1.123595506,0,0,0,0,0,0.74906367,0,1.123595506,1.123595506,0,0,2.996254682,0,0,0,0,0,0.74906367,0,0,0,0,0,0,0.374531835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.123595506,0,0,0.74906367,0,0,0.374531835,0,0,0.374531835,0,0,0,0,0,0,0,0,0,0,0,0.374531835,0.374531835,0,0.374531835,0,1.498127341,0,0,0,0,0,0,0,0,0,0.374531835,0,0,0,0,1.872659176,0,0,0,1.872659176,0,0,0,0,0,86.89138577,9.36329588,0,1.872659176,3.745318352,0,100,86.89138577,9.36329588,0,1.872659176,3.745318352,0,100,101.8726592,100,7.490636704,6.741573034,1.498127341,0,0
1282.5,16773,50000,0,2.803738318,69.62616822,2.803738318,1.869158879,9.345794393,0,0,0,0,3.271028037,0,1.401869159,0,0,0,0,0,0,0.46728972,0.46728972,0.934579439,0,0.46728972,0,0,0,0,0,0,0,0.46728972,0,0,0,0,0.46728972,0,0,0,0.934579439,0.46728972,0.46728972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46728972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934579439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46728972,0,0.46728972,1.401869159,0,1.869158879,0.934579439,2.336448598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.401869159,0,0,0,0,0.46728972,94.39252336,3.738317757,0,5.140186916,1.869158879,0,100,94.39252336,3.738317757,0,5.140186916,1.869158879,0,100,105.1401869,100,14.01869159,9.345794393,3.271028037,0,0.46728972
1290.5,16965,50000,0,2.366863905,71.89349112,0,2.071005917,9.763313609,0,0,0,0.295857988,2.071005917,0,3.25443787,0,0.591715976,0,0.295857988,0,0,0.295857988,0.295857988,1.183431953,0,0.295857988,0,0,0,0,0,0,0,0,1.183431953,0,1.183431953,0,0,0,0,0,0.295857988,0,0,0,0,0,0,0,0,0,0,0,0.295857988,0.295857988,0,0,0,0,0,0,0,0.295857988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295857988,0,0,0,0,0,0.295857988,0,0,0,0,0,0.295857988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.479289941,0,1.183431953,0.295857988,3.846153846,0,0.295857988,0,0,0,0,0,0.591715976,0.295857988,0.591715976,0.295857988,0,0,0.295857988,0.295857988,0.295857988,0,0,0,0,0,0.295857988,0,0,96.15384615,2.958579882,0,5.325443787,0.887573964,0.295857988,100,96.15384615,2.958579882,0,5.325443787,0.887573964,0.295857988,100,105.3254438,100.295858,11.83431953,9.763313609,2.366863905,0.295857988,0.295857988
1298.5,17157,50000,0,13.88888889,59.87654321,0.925925926,4.320987654,7.407407407,0,0,0,0.308641975,1.543209877,0,1.543209877,0.308641975,0.308641975,0,0,0,0,0.308641975,0.308641975,0.925925926,0,0,0,0,0,0,0,0,0,0,1.851851852,0,0.617283951,0,0,0,0,0,1.543209877,0,0.617283951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308641975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925925926,0,0,0,0,0,0,0,0.925925926,0,0,0,0,0,0,0,0,0,0,0,0,0.308641975,1.234567901,0,4.62962963,2.469135802,10.18518519,0,0.308641975,0,0,0,0,0,0,0,0,0,0,0,0.617283951,0.617283951,0,0,0,0,0,0,0.617283951,0,0,94.75308642,4.012345679,0,17.28395062,1.234567901,0.617283951,100,94.75308642,4.012345679,0,17.28395062,1.234567901,0.617283951,100,117.2839506,100.617284,12.65432099,7.407407407,1.851851852,0,0
1306.5,17353,50000,0,1.834862385,81.65137615,3.058103976,0.611620795,5.504587156,1.529051988,0,0,0,0,0,0.917431193,0,0,0,0,0,0,0.305810398,0.305810398,0.917431193,0,0,0,0,0,0,0,0,0,0,0,0,0.305810398,0,0,0,0,0,0.917431193,0,0.305810398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305810398,0,0,0,0,0,0,0,0,0.917431193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529051988,0,5.810397554,0.917431193,2.44648318,0,0,0,0,0,0.305810398,0,0,0,0,0,0,0,0,0.305810398,0,0,0.305810398,0,0,0,0,0,0,96.02446483,3.363914373,0,9.174311927,0.611620795,0,100,96.02446483,3.363914373,0,9.174311927,0.611620795,0,100,109.1743119,100,9.174311927,7.033639144,0,0,0
1313.5,17424,50000,0,4.487179487,75,1.923076923,0.641025641,8.012820513,0.320512821,0,0,0,1.602564103,0,2.884615385,0,0,0,0,0,0,0.961538462,0,0,0,0,0,0,0,0,0,0,0,0,0.641025641,0.320512821,0.320512821,0,0,0,0,0,0.961538462,0,0.320512821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641025641,0,8.012820513,0,3.205128205,0,0,0,0,0,0.320512821,0,0,0,0,0,0,0,0.320512821,0.641025641,0,0,0.320512821,0.320512821,0,0,0,0,0,96.15384615,2.243589744,0,11.21794872,1.602564103,0,100,96.15384615,2.243589744,0,11.21794872,1.602564103,0,100,111.2179487,100,10.57692308,8.333333333,1.602564103,0,0
1321.5,17513,50000,0,4.207119741,73.46278317,0,0,14.88673139,0,0,0,0,0.323624595,0,0.970873786,0,0,0,0,0,0,0.323624595,0.970873786,0.647249191,0,0,0,0,0,0,0,0,0,0,0.647249191,0,0,0,0,0,0,0,0.323624595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323624595,0,0,0.323624595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.294498382,0,13.91585761,2.588996764,5.825242718,0,0.970873786,0,0.323624595,0,0.323624595,0,0,0,0,0,0,0,0,1.618122977,0,0,0.647249191,0,0,0,0.970873786,0.323624595,0,94.82200647,2.588996764,0,22.33009709,2.588996764,0.970873786,100,94.82200647,2.588996764,0,22.33009709,2.588996764,0.970873786,100,122.3300971,100.9708738,14.88673139,14.88673139,0.323624595,0,0
