depth,age,char Count_i  (#),char Vol_i  (cm3),char Con_i        (# cm-3),charAcc,charBkg         (# cm-2 yr-1),char Peak       (# cm-2 yr-1),thresh          1             (# cm-2 yr-1),thresh          2             (# cm-2 yr-1),thresh          3             (# cm-2 yr-1),thresh FinalPos                 (# cm-2 yr-1),thresh FinalNeg                 (# cm-2 yr-1),SNI    (index)         ,thresh GOF         (p-val),peaks         1           ,peaks         2           ,peaks         3           ,peaks         Final    ,peaks Insig.,peak           Mag              (# cm-2 peak-1),smPeak Frequ       (peaks 1ka-1),smFRIs       (yr*fire-1),nFRIs       (#),mFRI       (yr fire-1),mFRI_uCI      (yr fire-1),mFRI_lCI     (yr fire-1),WBLb      (yr),WBLb_uCI      (yr),WBLb_lCI     (yr fire-1),WBLc     (unitless),WBLc_uCI     (unitless),WBLc_lCI     (unitless)
1162.24,12841,132,1,132,3.1429,4.5241,-1.3813,1.3111,2.1366,3.0618,2.1366,-3.4988,4.21,0.09,0,0,0,0,0,0,4.94,187,,,,,,,,,,
1162.71,12861,110,1,109.6,2.5621,4.4442,-1.8821,1.3008,2.1195,3.037,2.1195,-3.4695,4.23,0.93,0,0,0,0,0,0,5.01,185,,,,,,,,,,
1163.18,12881,76,1,76,1.7273,4.3685,-2.6412,1.2896,2.1009,3.0103,2.1009,-3.4381,4.25,0.72,0,0,0,0,0,0,5.07,182,,,,,,,,,,
1163.64,12901,80,1,79.8,1.8499,4.2951,-2.4452,1.2776,2.0812,2.982,2.0812,-3.4051,4.26,0.79,0,0,0,0,0,0,5.13,180,,,,,,,,,,
1164.1,12921,95,1,95,2.375,4.2241,-1.8491,1.2646,2.06,2.9515,2.06,-3.3703,4.28,0.64,0,0,0,0,0,0,5.19,178,,,,,,,,,,
1164.6,12941,167,1,167,4.1964,4.155,0.0414,1.2492,2.0356,2.9171,2.0356,-3.3335,4.3,0.86,0,0,0,0,0,0,5.24,176,,,,,,,,,,
1165.1,12961,455,1,455,11.6667,4.086,7.5807,1.2297,2.006,2.8762,2.006,-3.294,4.32,0.85,0,0,0,0,0,0,5.3,174,,,,,,,,,,
1165.62,12981,376,1,375.5,9.9822,4.0149,5.9672,1.2052,1.9699,2.8271,1.9699,-3.2512,4.35,0.04,1,1,1,1,0,201.0115,5.35,173,,,,,,,,,,
1166.15,13001,137,1,137,4.0294,3.942,0.0874,1.1754,1.927,2.7696,1.927,-3.2049,4.38,0.88,0,0,0,0,0,0,5.4,171,,,,,,,,,,
1166.74,13021,123,1,123.25,3.3694,3.8707,-0.5013,1.1399,1.8769,2.703,1.8769,-3.1547,4.42,0.81,0,0,0,0,0,0,5.44,170,,,,,,,,,,
1167.28,13041,112,1,112,2.8718,3.8089,-0.9371,1.0988,1.8194,2.6272,1.8194,-3.1005,4.47,0.55,0,0,0,0,0,0,5.49,169,,,,,,,,,,
1167.79,13061,108,1,107.8,2.9536,3.7646,-0.8109,1.0524,1.7551,2.5429,1.7551,-3.0428,4.51,0.5,0,0,0,0,0,0,5.53,168,,,,,,,,,,
1168.34,13081,105,1,105,3,3.7417,-0.7417,1.0015,1.6852,2.4515,1.6852,-2.9824,4.56,0.53,0,0,0,0,0,0,5.58,167,,,,,,,,,,
1168.91,13101,216,1,215.5,6.1571,3.7368,2.4203,0.9479,1.6117,2.3558,1.6117,-2.9204,4.59,0.56,0,0,0,0,0,0,5.62,167,,,,,,,,,,
1169.49,13121,228,1,227.5,6.5,3.7406,2.7594,0.8936,1.5374,2.259,1.5374,-2.858,4.62,0.54,1,1,1,1,0,42.6432,5.66,166,,,,,,,,,,
1170.06,13141,160,1,160,4.5714,3.7405,0.831,0.841,1.4653,2.165,1.4653,-2.7968,4.64,0.6,0,0,0,0,0,0,5.7,166,,,,,,,,,,
