"Depth","Age","spike.conc","Abies","Acer.rubrum.type","Acer.saccharum.type","Alnus","Amaranthaceae","Ambrosia.type","Apiaceae","Artemisia","Asteroideae","Betula","Botrychium.type","Brasenia","Brassicaceae","Carya","Caryophyllaceae","Castanea","Celtis","Cephalanthus","Cichorioideae","Corylus","Cyperaceae","Dryopteris.type","Equisetum","Ericaceae","Eriocaulon","Fagus","Fraxinus.pennsylvanica.type","Ilex","Indeterminable","Iso..tes","Iva.type","Juglans.nigra","Juniperus.type","Liquidambar","Lycopodium.spike","Magnolia.virginiana.type","Myrica","Myriophyllum","Nuphar","Nymphaea","Nyssa","Osmundastrum.cinnamomeum","Ostrya.Carpinus","Persicaria.amphibia.type","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Poaceae","Polygonum.fimbriatum.type","Polygonum.polygamum.type","Polypodium","Potamogeton","Pteridium.type","Quercus","Rosaceae.undiff.","Sagittaria","Salix","Sambucus","Selaginella.arenicola","Serenoa","Sporormiella","Thalictrum","Tsuga","Ulmus","Unknown","Utricularia","Vitis","total"
279,11611,NA,0,0,0.243902439,0,0.487804878,0.487804878,0,0,0,0.243902439,0,0.243902439,0,13.90243902,0,0.243902439,0,0,0,0.243902439,0.487804878,0,0,0,0,6.585365854,0.975609756,0,0.487804878,9.024390244,0.731707317,0,2.682926829,0.243902439,1.219512195,0,0,0.243902439,0,0,0,0,6.341463415,0,0.243902439,0.487804878,0,5.12195122,0.243902439,0.975609756,0,0.243902439,0,0,0,44.63414634,0,0,0,0,0,0,0,0.243902439,0,2.195121951,0.487804878,0,0,100
281,11759,NA,0,0,0.534045394,1.068090788,0.267022697,0.801068091,0,0,0,0,0,0.534045394,0,12.55006676,0,0.534045394,0.801068091,0,0,0.801068091,0,0,0,0,0,4.539385848,0,0,0.801068091,9.612817089,0.267022697,0,2.136181575,0.534045394,1.068090788,0,0,0,0,0,0,0,5.607476636,0,1.73564753,0.267022697,0,6.141522029,1.068090788,0.267022697,0,0,0,0,0,46.99599466,0,0,0,0,0,0,0,0,0,1.068090788,0,0,0,100
284,12014,NA,0,0,0.251572327,0.754716981,0,1.006289308,0,0.503144654,0.251572327,0.251572327,0,0.251572327,0,9.811320755,0,0,0,0,0,0.754716981,0.503144654,0,0,0,0,3.773584906,0.503144654,0,0.503144654,8.805031447,0.754716981,0,3.018867925,0,1.257861635,0,0,0.503144654,0.251572327,0,0,0,3.522012579,0,0.503144654,0,0,6.666666667,0.754716981,0.503144654,0,0,0,0,0,50.56603774,0,0.251572327,0,0,0,0,0,0,0.503144654,2.012578616,0.251572327,0,0.754716981,100
286,12157,NA,0,0,0.477897252,1.911589008,0.477897252,1.19474313,0,0,0.238948626,1.19474313,0,0,0,9.08004779,0,1.19474313,0.716845878,0,0,0.477897252,1.19474313,0,0,0.238948626,0.238948626,2.38948626,0.477897252,0,3.345280765,11.23058542,1.19474313,0.477897252,5.017921147,0,0.477897252,0,0,0.238948626,0,0,0,0,6.212664277,0,0.955794504,0.238948626,0,4.898446834,0.238948626,0.716845878,0,0,0,0,0,39.90442055,0,0,0.238948626,0,0,0,0,0,0.477897252,2.38948626,0.238948626,0,0,100
288,12308,NA,0,0,0.264200793,1.321003963,0,1.849405548,0,0,0.528401585,0.264200793,0,0.264200793,0,9.775429326,0.528401585,0.528401585,0.264200793,0,0,0.528401585,0.264200793,0,0,0.264200793,0,1.05680317,0.792602378,0,1.321003963,13.47424042,0.264200793,0,2.642007926,0,2.642007926,0,0,0.528401585,0,0,0,0,3.698811096,0,0.528401585,0,0,8.850726552,0.264200793,1.321003963,0,0,0,0,0,43.59313078,0,0.264200793,0.264200793,0,0.264200793,0,0,0,0.264200793,0.792602378,0.528401585,0,0,100
289,12380,NA,0,0,0.29154519,0,0,1.749271137,0,0,0.583090379,0.29154519,0,0,0,14.28571429,0.29154519,0.29154519,0.583090379,0,0,0,0,0,0.874635569,0,0,2.915451895,0.29154519,0,1.749271137,7.871720117,1.166180758,0,2.040816327,0.29154519,0.583090379,0,0.874635569,0.29154519,0.583090379,0,0,0,5.539358601,0,0.728862974,0,0,9.766763848,0.29154519,0,0,0.29154519,0,0,0,44.02332362,0,0.29154519,0.29154519,0,0,0,0,0,0,0.874635569,0,0,0,100
291,12521,NA,0,0,0,0.757575758,0,1.262626263,0,0.252525253,0,0,0,0,0,14.14141414,0,0,0,0,0,0.252525253,1.515151515,0.252525253,0,0,0,1.767676768,0,0,1.767676768,7.828282828,0.252525253,0.252525253,2.272727273,0,1.767676768,0,0,0.252525253,0.505050505,0,0,0,3.535353535,0,1.767676768,0,0,11.86868687,0.252525253,0.757575758,0,0,0,0,0,44.94949495,0,0.505050505,0.505050505,0,0,0,0,0,0,0.252525253,0.505050505,0,0,100
293,12673,NA,0,0,0.292825769,0.585651537,0,0.292825769,0,0,0.292825769,0.292825769,0,0.292825769,0,11.42020498,0.292825769,0,0,0,0,0,2.049780381,0,0.292825769,0,0.292825769,1.171303075,0.292825769,0,1.756954612,6.442166911,1.756954612,0,1.171303075,0,1.464128843,0,0,0.585651537,0,0.292825769,0,0,5.270863836,0,0.439238653,0,0,11.42020498,0.585651537,0.585651537,0,0.585651537,0,0,0,46.85212299,0,1.756954612,0.585651537,0,0,0,0,0,0,0.585651537,0,0,0,100
295,12836,NA,0,0,0.226500566,0.906002265,0.226500566,1.585503964,0,0.226500566,0.679501699,0.453001133,0,0,0,15.62853907,0,0.226500566,0,0,0,0.226500566,1.359003398,0,0,0,0,0.453001133,0,0,0,14.04303511,0.226500566,0.226500566,1.585503964,0,1.132502831,0,0,0.906002265,0,0,0.226500566,0,2.718006795,0,1.019252548,0,0,15.17553794,0.226500566,1.81200453,0,0.906002265,0,0,0,36.2400906,0,0.453001133,0.226500566,0,0,0,0,0,0,0.679501699,0,0,0,100
297,12974,NA,0,0,0.238379023,1.907032181,0,1.668653159,0,0.238379023,0.715137068,0.238379023,0,1.430274136,0,8.10488677,0,0,0,0,0,0.715137068,0.715137068,0.238379023,0,0,0,0.715137068,0.238379023,0,3.814064362,4.767580453,0.953516091,0,1.907032181,0,3.814064362,0,0,0.238379023,0.238379023,0,0,0,3.098927294,0.238379023,1.549463647,0,0,13.11084625,0.238379023,0.715137068,0,0,0,0,0,45.76877235,0,0.476758045,0.238379023,0,0,0,0,0,0.238379023,0.715137068,0.476758045,0.238379023,0,100
299,13130,NA,0,0,0,0.475059382,0.237529691,2.137767221,0,0.712589074,0.712589074,0.475059382,0,0.237529691,0,6.650831354,0,0.950118765,0.237529691,0,0,0.237529691,1.662707838,0,0,0,0,0.475059382,1.425178147,0,0.712589074,12.82660333,0.950118765,0,3.325415677,0.237529691,0.237529691,0,0,0.475059382,0,0,0,0,4.275534442,0,1.06888361,0,0,12.47030879,0.237529691,0.475059382,0,0.237529691,0,0,0,43.70546318,0,0,0.237529691,0,0,0,0,0,0,1.187648456,0.712589074,0,0,100
301,13272,NA,0,0,0,0,0.23364486,2.102803738,0,0,1.401869159,0.46728972,0,0,0,11.91588785,0,0.23364486,0.46728972,0,0,0.23364486,0.46728972,0.23364486,0,0,0,0,0.23364486,0,1.168224299,16.58878505,0.23364486,0.23364486,1.869158879,0,2.102803738,0,0,0.23364486,0,0,0.23364486,0,1.635514019,0,1.518691589,0.700934579,0,16.93925234,0.700934579,0.46728972,0,0.23364486,0,0,0,35.28037383,0,0.700934579,0.23364486,0,0,0,0,0,0,0.46728972,0.23364486,0,0.23364486,100
303,13415,NA,0,0,0,0.76433121,0,1.52866242,0,0.50955414,0.50955414,0.25477707,0,0.25477707,0,16.30573248,0,0,0,0,0,0.76433121,1.52866242,0,0,0,0,0.25477707,0,0,0.50955414,14.26751592,0.50955414,0.25477707,0.50955414,0,1.52866242,0,0,0.25477707,0,0,0,0,2.038216561,0,1.146496815,0.25477707,0,18.08917197,0.50955414,0.50955414,0.25477707,0.50955414,0,0,0,34.39490446,0,0,0.50955414,0,0,0,0,0.25477707,0.25477707,0.50955414,0,0,0.25477707,100
305,13552,NA,0,0,0.692840647,0.692840647,0,1.616628176,0,0.230946882,0.923787529,0.692840647,0,0.230946882,0,9.930715935,0,0.692840647,0,0,0,0.461893764,1.847575058,0,0,0.230946882,0,0,0.692840647,0,6.466512702,18.47575058,0,0.230946882,0.692840647,0,0.923787529,0,0,0.461893764,0,0,0,0,0.923787529,0,0.692840647,0.230946882,0,18.70669746,1.154734411,0.230946882,0,0.692840647,0,0,0,28.40646651,0,0.692840647,0.923787529,0,0,0,0,0,0.230946882,0.461893764,0.461893764,0,0,100
307,13695,NA,0,0,0,0.475624257,0.237812128,1.664684899,0,0.475624257,0.951248514,0.475624257,0,0,0,11.41498216,0.237812128,0,0,0,0,0.713436385,0.951248514,0.237812128,0,0,0,0.475624257,0.237812128,0,0.237812128,17.83590963,0.237812128,0.237812128,0.475624257,0,1.189060642,0,0,0,0,0,0.237812128,0,3.329369798,0,7.253269917,0.237812128,0,22.5921522,0.713436385,1.189060642,0,0.951248514,0,0,0,23.54340071,0,0,0,0,0,0,0,0,0,0.713436385,0.237812128,0,0.237812128,100
309,13834,NA,0.302114804,0,0.151057402,0.151057402,0,1.057401813,0,0,0.453172205,0.151057402,0,0.151057402,0,5.135951662,0,0,0,0,0,0.604229607,1.510574018,0,0,0,0,0.302114804,0.453172205,0,0.453172205,48.48942598,0,0,0.604229607,0,1.208459215,0,0,0,0,0,0,0,1.208459215,0,4.15407855,0.151057402,0.151057402,13.67069486,0.604229607,0.302114804,0,1.057401813,0,0,0,16.4652568,0,0.151057402,0.302114804,0,0,0,0,0,0,0.453172205,0.151057402,0,0,100
311,13982,NA,0.434782609,0,0.217391304,1.086956522,0,1.52173913,0.217391304,0.652173913,0.652173913,0.217391304,0,0,0,8.913043478,0.217391304,0,0,0,0,0,1.304347826,0,0,0,0,1.086956522,0.217391304,0,0.869565217,16.73913043,0,0,0.652173913,0,1.52173913,0,0.217391304,0,0,0,0,0,3.260869565,0,5.326086957,0.217391304,0,18.36956522,1.52173913,1.086956522,0,0.652173913,0,0,0,31.30434783,0,0.217391304,0.217391304,0,0,0,0,0,0,0.652173913,0,0,0.434782609,100
313,14140,NA,0,0,0.25477707,0.25477707,0,0,0,0.50955414,1.27388535,0.76433121,0,0,0,7.643312102,0,0,0,0,0,0.50955414,0.50955414,0,0,0,0,2.802547771,0.25477707,0,2.547770701,16.30573248,0,0,0.76433121,0,1.27388535,0,0,0,0,0,0,0,1.52866242,0,11.46496815,0.76433121,0,26.62420382,0.50955414,0.25477707,0,0,0,0,0,21.65605096,0,0,0.25477707,0,0,0,0,0,0,1.01910828,0,0,0.25477707,100
315,14289,NA,0.645855759,0,0,1.291711518,0.215285253,0.430570506,0,0,0.645855759,0.215285253,0,0,0,7.104413348,0,0.215285253,0.430570506,0,0,0.430570506,1.722282024,0.215285253,0,0,0,1.076426265,0.645855759,0,1.506996771,15.28525296,0,0,0.430570506,0,2.368137783,0,0.215285253,0,0,0,0,0,1.506996771,0,11.51776103,0.861141012,0,29.2787944,0.645855759,0.645855759,0,0.215285253,0,0,0,19.16038751,0,0,0.215285253,0,0,0,0,0,0,0.430570506,0.215285253,0,0.215285253,100
317,14438,NA,0,0,0,0,0,1.337792642,0,0.22296544,0.668896321,0.22296544,0,0,0,6.24303233,0,0,0.22296544,0,0,1.114827202,1.560758082,0,0,0,0,0.668896321,0.668896321,0,0.891861761,18.28316611,0,0.22296544,0.668896321,0,2.229654404,0,0,0.445930881,0.22296544,0,0,0,2.898550725,0,9.253065775,0.445930881,0,24.52619844,1.114827202,0.891861761,0,0,0,0,0,24.08026756,0,0,0.22296544,0,0,0,0,0,0,0.445930881,0,0,0.22296544,100
319,14591,NA,0,0,0.237812128,0.713436385,0,0.237812128,0,0,1.426872771,0.237812128,0,0,0,7.609988109,0,0.237812128,0,0,0,0.713436385,0.475624257,0,0,0,0,0,1.189060642,0,0.237812128,17.5980975,0,0,0.713436385,0,2.853745541,0,0,0.475624257,0,0,0,0,2.378121284,0,9.03686088,2.140309156,0,23.42449465,0.951248514,0.713436385,0,0.237812128,0,0,0,25.20808561,0,0,0,0,0,0,0,0,0,0.951248514,0,0,0,100
321,14750,NA,0,0,0,0.918484501,0.45924225,0.688863375,0.229621125,0.45924225,0.688863375,0.229621125,0,0,0,7.347876005,0,0,0,0,0,0,1.836969001,0.229621125,0.45924225,0.229621125,0,0.45924225,0.45924225,0,0.918484501,20.66590126,0,0.229621125,0.918484501,0,1.148105626,0,0,0,0,0,0,0,2.296211251,0,8.49598163,0.45924225,0,22.61768083,0.688863375,0.918484501,0,0,0,0,0,24.56946039,0,0,0.45924225,0,0,0,0,0,0,0.229621125,0.688863375,0,0,100
323,14928,NA,0,0,0,0,0,0.690448792,0,0.460299194,1.150747986,0.460299194,0,0,0,4.372842348,0,0.230149597,0,0,0,0,1.841196778,0,0,0,0,1.841196778,0.920598389,0,0.460299194,19.79286536,0,0.230149597,1.611047181,0,2.301495972,0,0.230149597,0.230149597,0,0,0,0,2.761795167,0,4.833141542,1.611047181,0,24.28078251,0.230149597,0.920598389,0,0,0,0,0,26.69735328,0,0,0,0,0,0,0,0,0,1.150747986,0.460299194,0,0.230149597,100
325,15103,NA,0.230946882,0,0,0.461893764,0,0.461893764,0,0,0.230946882,0,0,0,0,7.621247113,0,0,0,0,0,0.692840647,0.461893764,0,0.230946882,0,0,1.385681293,0.461893764,0,1.154734411,15.70438799,0,0,0.692840647,0,1.847575058,0,0,0.230946882,0.230946882,0,0,0,2.771362587,0,8.545034642,1.847575058,0,27.94457275,0.923787529,0.461893764,0,0.230946882,0,0,0,23.78752887,0,0,0,0,0,0,0,0,0,1.154734411,0.230946882,0,0,100
329,15409,NA,0,0,0,0.783289817,0.261096606,0.261096606,0,1.82767624,0,0.522193211,0,0,0,6.527415144,0.261096606,0,0,0,0,0.261096606,1.044386423,0,0,0,0,0.783289817,0,0.783289817,3.394255875,9.399477807,0.261096606,0.261096606,0.783289817,0,3.133159269,0,0,0.522193211,0,0,0,0,1.82767624,0,1.958224543,3.394255875,0,36.1618799,0.522193211,0.261096606,0,0,0,0,0,22.97650131,0.522193211,0.261096606,0,0,0,0,0,0.261096606,0,0.522193211,0.261096606,0,0,100
337,15986,NA,0,0,0.238379023,0,0.238379023,0.715137068,0,0.238379023,1.430274136,0,0,0,0,4.052443385,0,0,0,0,0,0,2.860548272,0,1.430274136,0,0,0,0.715137068,0,2.860548272,15.73301549,0,0,0.476758045,0,1.907032181,0,0,0.238379023,0,0,0,0,1.191895113,0,5.125148987,0.238379023,0,43.62336114,0.238379023,1.191895113,0,0.476758045,0,0,0,13.82598331,0,0,0.476758045,0,0.238379023,0,0,0,0,0,0.238379023,0,0,100
345,16602,NA,0,0,0.239808153,0.71942446,0,0,0,1.918465228,1.438848921,0.479616307,0,0,0,0.959232614,0,0,0,0,0,0,1.199040767,0,0.239808153,0,0,0,0,0,0.71942446,11.51079137,0,0,0.479616307,0,0.959232614,0,0,0.239808153,0,0,0,0,0.239808153,0,2.997601918,3.357314149,0,57.91366906,0,1.199040767,0,0.479616307,0,0,0,11.99040767,0.239808153,0,0.239808153,0,0,0,0,0,0,0,0.239808153,0,0,100
353,17159,NA,0,0,0.285714286,0.285714286,0,1.428571429,0,0.285714286,0.285714286,0.285714286,0,0,0,1.428571429,0,0,0,0,0,0,1.714285714,0,1.142857143,0,0,0,0,0.571428571,0.571428571,4.285714286,0,0,0.285714286,0,2.285714286,0,0,0,0,0,0,0,0.285714286,0,2.428571429,3.142857143,0.285714286,68.14285714,0,0.285714286,0,0.285714286,0,0,0,8.857142857,0,0,0.285714286,0,0.571428571,0,0,0,0,0,0.285714286,0,0,100
361,17660,NA,0,0,0,0.235294118,0.235294118,0.235294118,0.235294118,1.176470588,0.470588235,0.235294118,0.235294118,0.235294118,0,1.176470588,0,0,0,0,0,0,1.647058824,0,0.235294118,0,0,0,0,0,0.705882353,7.294117647,0,0,0,0,4.235294118,0,0,0,0,0,0,0,0.235294118,0,2.235294118,1.882352941,0,65.76470588,0,0.941176471,0,1.176470588,0,0,0,8.941176471,0,0,0.235294118,0,0,0,0,0,0,0,0,0,0,100
369,18200,NA,0,0,0,0.269179004,0,0,0,0.807537012,2.960969044,0.269179004,0,0,0,2.153432032,0,0,0,0,0.269179004,0,1.076716016,0,1.884253028,0,0,0,0,0.269179004,0.807537012,3.768506057,0.269179004,0,0,0,2.422611036,0,0,0.269179004,0,0,0,0,0,0,7.671601615,1.884253028,0,66.756393,0,1.076716016,0,0,0,0,0,4.306864065,0,0.269179004,0,0,0.269179004,0,0,0,0,0.269179004,0,0,0,100
377,18724,NA,0,0,0,0,0.262812089,1.839684625,0,1.051248357,2.102496715,0,0,0,0,0.525624179,0,0,0,0,0,0,1.576872536,0,0.262812089,0,0,0,0,0,2.890932983,9.986859396,0,0,0.262812089,0,2.102496715,0,0,0,0,0,0,0,0.262812089,0,4.336399474,1.051248357,0,59.39553219,0,2.628120894,0.262812089,1.051248357,0,0,0,6.570302234,0,0,0.262812089,0,0.525624179,0,0,0,0,0,0.788436268,0,0,100
386,19315,NA,0,0,0,0.547945205,0.547945205,2.191780822,0,1.917808219,0.821917808,0,0.273972603,0,0,1.369863014,0,0,0,0,0,0,0.547945205,0,0.547945205,0,0,0,0.547945205,0,0.547945205,4.383561644,0,0,0.273972603,0,1.369863014,0,0,0,0,0,0,0,0.273972603,0,2.739726027,2.465753425,0,68.21917808,0.273972603,1.095890411,0,0,0,0,0,8.493150685,0,0,0.273972603,0,0,0,0,0,0,0,0.273972603,0,0,100
397,19987,NA,0.161681487,0,0,0.161681487,0,0.64672595,0.161681487,1.2934519,0.161681487,0.161681487,0,0,0,0.161681487,0,0,0,0,0,0,0.161681487,0,0.161681487,0,0,0,0,0,0.323362975,44.78577203,0.161681487,0,0,0,1.616814875,0,0,0,0,0,0,0,0,0,1.131770412,1.455133387,0,43.57316087,0.161681487,0.161681487,0,0.64672595,0,0,0,1.778496362,0,0,0.323362975,0,0.485044462,0,0,0,0,0,0.161681487,0,0,100
405,20559,NA,0,0,0,0,0,0.285714286,0,0.285714286,0.857142857,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0.571428571,4.285714286,0,0,0.285714286,0,2.285714286,0,0,0,0,0,0,0,0,0,3.857142857,1.428571429,0,83.28571429,0,0.285714286,0,1.142857143,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,100
413,21141,NA,0,0,0,0.220264317,0,0,0,0.220264317,0.220264317,0,0,0,0,0,0,0,0,0,0,0.220264317,0,0,0,0,0,0,0,0,0.220264317,29.5154185,0,0,0.440528634,0,0.440528634,0,0,0.220264317,0,0,0,0,0.440528634,0,1.651982379,0.220264317,0,62.2246696,0,0.220264317,0,0.660792952,0,0,0,2.202643172,0,0,0.220264317,0,0.220264317,0,0,0,0,0,0,0.220264317,0,100
421,21700,NA,0.089206066,0,0,0.356824264,0,0.713648528,0,0.535236396,0,0,0,0,0,0,0,0,0,0,0,0.178412132,0.178412132,0,0,0,0,0,0,0,0.178412132,40.14272971,0,0,0.535236396,0,0.535236396,0,0,0,0,0,0,0,0.178412132,0,1.33809099,0.535236396,0,52.00713649,0,0.535236396,0.535236396,0.535236396,0,0,0,0.178412132,0,0,0,0,0.713648528,0,0,0,0,0,0,0,0,100
429,22262,NA,0,0,0,0.432432432,0,0.648648649,0.216216216,0.216216216,1.513513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216216216,30.48648649,0,0,0,0,1.081081081,0,0.216216216,0,0,0,0,0,0.216216216,0,1.081081081,0.864864865,0,61.51351351,0,0.216216216,0,0.432432432,0,0,0,0.648648649,0,0,0,0,0,0,0,0,0,0,0,0,0,100
437,22913,NA,0.120048019,0,0,0,0,0.480192077,0,0,0.480192077,0,0,0,0,0,0,0,0,0,0,0,0.240096038,0,0,0,0,0,0,0,0.240096038,26.65066026,0,0,0.240096038,0,0.240096038,0,0.240096038,0.240096038,0,0,0,0,0.480192077,0,1.920768307,0.720288115,0,66.02641056,0,0.240096038,0,0,0,0,0.240096038,0.960384154,0,0,0.240096038,0,0,0,0,0,0,0,0,0,0,100
445,23770,NA,0,0,0,0,0,0,0,0.200400802,0,0,0,0,0,0.200400802,0,0,0,0,0,0,0,0,0,0.200400802,0,0,0,0,0,38.27655311,0,0,0,0,0.400801603,0,0,0,0,0,0,0,0.200400802,0,2.50501002,0.801603206,0,55.81162325,0,0.400801603,0.200400802,0.200400802,0,0,0,0.200400802,0,0,0,0,0,0,0,0.200400802,0,0.200400802,0,0,0,100
453,24219,NA,0.376647834,0,0,0,0,0.251098556,0,0.125549278,0.125549278,0,0,0,0,0.125549278,0,0,0,0,0,0,0.251098556,0,0,0.125549278,0,0,0,0,0,58.38041431,0,0,0.251098556,0,0.62774639,0,0,0,0,0,0,0,0,0,1.067168864,1.255492781,0,36.40929065,0,0.251098556,0,0,0,0,0.125549278,0,0,0,0,0,0.125549278,0,0,0,0,0,0.125549278,0,0,100
461,24686,NA,0,0,0,0,0,0,0,0.079840319,0.159680639,0,0,0,0,0.079840319,0,0,0,0,0,0,0.159680639,0,0,0,0,0,0,0,0,74.17165669,0,0,0.239520958,0,0,0,0,0,0,0,0,0,0,0,0.439121756,0,0,24.35129741,0,0.079840319,0,0,0,0,0,0.159680639,0,0,0,0,0,0,0,0,0,0,0.079840319,0,0,100
469,25197,NA,0,0,0,0.314712825,0,0.629425649,0,0.629425649,0.629425649,0,0.157356412,0,0,0.157356412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314712825,47.04956727,0,0,0,0,4.720692368,0,0,0,0,0,0,0,0,0,3.225806452,0,0,39.81117231,0,0.472069237,0.157356412,0.314712825,0,0,0.314712825,0.472069237,0,0,0.157356412,0,0.472069237,0,0,0,0,0,0,0,0,100
477,25697,NA,0,0,0,0,0,0,0,0.185701021,0.742804085,0,0.185701021,0,0,0.185701021,0,0,0,0,0,0,0.185701021,0,0.185701021,0,0,0,0,0,0.557103064,32.31197772,0.185701021,0,0.185701021,0,1.299907149,0,0,0,0,0,0,0,0.185701021,0,0.928505107,0,0,60.81708449,0,0.557103064,0,0,0,0,0,1.114206128,0,0,0,0,0,0,0,0,0,0,0.185701021,0,0,100
486,26232,NA,0,0,0,0.208986416,0,0.417972832,0.208986416,1.044932079,0.626959248,0,0.208986416,0,0,0.417972832,0,0,0,0,0,0,0.208986416,0,0,0,0,0,0,0,0.208986416,25.28735632,0,0,0.417972832,0,1.671891327,0,0.208986416,0,0,0,0,0,0.417972832,0,1.462904911,0.208986416,0,63.42737722,0,0.208986416,0,0,0,0,0,2.925809822,0,0,0,0,0,0,0,0,0,0,0.208986416,0,0,100
497,26986,NA,0.24600246,0,0,0,0.24600246,0,0,0.24600246,0.49200492,0,0,0,0,0.98400984,0,0,0,0,0,0,1.2300123,0,0,0,0,0,0,0,0,15.9901599,0,0,0.24600246,0,0.98400984,0,0,0,0,0,0,0,0.24600246,0,3.19803198,1.47601476,0,70.23370234,0,0.98400984,0,0,0,0,0,3.19803198,0,0,0,0,0,0,0,0,0,0,0,0,0,100
505,27613,NA,0,0,0,0.404448938,0,0.606673407,0,0.606673407,0.404448938,0,0,0,0,0.404448938,0,0,0.202224469,0,0,0,0.202224469,0,0,0,0,0,0,0,0,27.09807887,0.202224469,0,0.606673407,0,1.415571284,0,0,0,0,0,0,0,0.202224469,0,1.516683519,0.606673407,0,62.08291203,0,0.404448938,0,0.202224469,0,0,0,2.42669363,0,0,0,0,0.202224469,0,0,0,0,0,0.202224469,0,0,100
514,28301,NA,0.399543379,0,0,0.114155251,0,0.228310502,0,0.114155251,0.456621005,0,0,0,0.114155251,0,0.114155251,0,0,0,0,0,0.228310502,0,0,0.114155251,0,0,0.114155251,0,0.114155251,62.44292237,0.228310502,0,0.342465753,0,0.684931507,0,0,0,0,0,0,0,0.114155251,0,1.084474886,0,0,31.73515982,0,0.114155251,0.114155251,0,0,0,0,1.02739726,0,0,0,0,0,0,0,0,0,0,0,0,0,100
522,28973,NA,0,0,0,0.235849057,0,0.235849057,0,0,0.471698113,0,0,0,0,0,0,0,0,0,0,0,0.471698113,0,0,0,0,0,0,0,0,20.75471698,0,0,0,0,1.650943396,0,0,0,0,0,0,0,0.235849057,0,1.886792453,0,0,69.33962264,0,1.179245283,0,0.471698113,0,0,0,2.830188679,0,0,0,0,0,0,0,0,0,0,0.235849057,0,0,100
530,29649,NA,0,0,0.223214286,0.223214286,0,0.446428571,0.223214286,0.669642857,0.223214286,0,0,0,0,0.223214286,0,0,0,0,0,0,0.669642857,0,0,0.223214286,0,0,0,0,0.223214286,26.11607143,0.223214286,0,0.446428571,0,1.116071429,0,0,0,0,0,0,0,0,0,1.227678571,0,0,62.16517857,0,0.669642857,0,0.892857143,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0.669642857,0,0,100
539,30394,NA,0,0,0,1.075268817,0.537634409,1.344086022,0,1.612903226,1.344086022,0.268817204,0,0,0,0.806451613,0,0,0,0,0,0,2.150537634,0,0,0,0,0,0,0,0,3.76344086,0,0,0,0,6.720430108,0,0,0.268817204,0,0,0,0,0.537634409,0,0.537634409,0,0,70.69892473,0,1.344086022,0,0.537634409,0,0,0,6.182795699,0,0,0,0,0,0,0,0,0,0,0.268817204,0,0,100
