depth,age,char Count_i  (#),char Vol_i  (cm3),char Con_i        (# cm-3),charAcc,charBkg         (# cm-2 yr-1),char Peak       (# cm-2 yr-1),thresh          1             (# cm-2 yr-1),thresh          2             (# cm-2 yr-1),thresh          3             (# cm-2 yr-1),thresh FinalPos                 (# cm-2 yr-1),thresh FinalNeg                 (# cm-2 yr-1),SNI    (index)         ,thresh GOF         (p-val),peaks         1           ,peaks         2           ,peaks         3           ,peaks         Final    ,peaks Insig.,peak           Mag              (# cm-2 peak-1),smPeak Frequ       (peaks 1ka-1),smFRIs       (yr*fire-1),nFRIs       (#),mFRI       (yr fire-1),mFRI_uCI      (yr fire-1),mFRI_lCI     (yr fire-1),WBLb      (yr),WBLb_uCI      (yr),WBLb_lCI     (yr fire-1),WBLc     (unitless),WBLc_uCI     (unitless),WBLc_lCI     (unitless)
164.18,12944,0,1,0,0,0.0001,-0.0001,0.0054,0.0072,0.0092,0.0072,-0.0052,158.61,0,0,0,0,0,0,0,0,,,,,,,,,,,
164.59,12953,0,1,0,0,0.0001,-0.0001,0.0047,0.0063,0.0082,0.0063,-0.0048,153.17,0,0,0,0,0,0,0,0,,,,,,,,,,,
165,12962,0,1,0,0,0.0001,-0.0001,0.0041,0.0056,0.0072,0.0056,-0.0044,147.64,0,0,0,0,0,0,0,0,,,,,,,,,,,
165.43,12971,0,1,0,0,0.0001,-0.0001,0.0036,0.0049,0.0063,0.0049,-0.004,142.05,0,0,0,0,0,0,0,0,,,,,,,,,,,
165.86,12980,0,1,0,0,0.0001,-0.0001,0.0031,0.0043,0.0056,0.0043,-0.0037,136.41,0,0,0,0,0,0,0,0,,,,,,,,,,,
166.29,12989,0,1,0,0,0.0001,-0.0001,0.0027,0.0038,0.005,0.0038,-0.0035,130.69,0,0,0,0,0,0,0,0,,,,,,,,,,,
166.71,12998,0,1,0.33,0.0159,0.0001,0.0158,0.0024,0.0034,0.0045,0.0034,-0.0033,124.88,0,0,0,0,0,0,0,0,,,,,,,,,,,
167.14,13007,1,1,1,0.0476,0.0001,0.0475,0.0022,0.0031,0.0041,0.0031,-0.0032,118.96,0,0,0,0,0,0,0,0,,,,,,,,,,,
167.57,13016,1,1,1,0.0476,0.0001,0.0475,0.002,0.0029,0.0039,0.0029,-0.0031,112.97,0,0,0,0,0,1,1.1151,0,,,,,,,,,,,
168,13025,0,1,0,0,0.0001,-0.0001,0.0019,0.0028,0.0037,0.0028,-0.0031,106.98,0,0,0,0,0,0,0,0,,,,,,,,,,,
168.22,13034,0,1,0,0,0.0002,-0.0002,0.0019,0.0027,0.0037,0.0027,-0.0031,101.08,0,0,0,0,0,0,0,0,,,,,,,,,,,
168.44,13043,0,1,0,0,0.0002,-0.0002,0.0019,0.0027,0.0037,0.0027,-0.0031,95.36,0,0,0,0,0,0,0,0,,,,,,,,,,,
168.66,13052,0,1,0,0,0.0002,-0.0002,0.0019,0.0028,0.0038,0.0028,-0.0032,89.9,0,0,0,0,0,0,0,0,,,,,,,,,,,
168.88,13061,0,1,0,0,0.0002,-0.0002,0.002,0.0029,0.0039,0.0029,-0.0033,84.78,0,0,0,0,0,0,0,0,,,,,,,,,,,
169.1,13070,0,1,0,0,0.0002,-0.0002,0.0021,0.003,0.0041,0.003,-0.0033,80.05,0,0,0,0,0,0,0,0,,,,,,,,,,,
169.33,13079,0,1,0,0,0.0003,-0.0003,0.0022,0.0032,0.0042,0.0032,-0.0035,75.77,0,0,0,0,0,0,0,0,,,,,,,,,,,
169.55,13088,0,1,0,0,0.0003,-0.0003,0.0023,0.0033,0.0044,0.0033,-0.0036,71.94,0,0,0,0,0,0,0,0,,,,,,,,,,,
169.78,13097,0,1,0,0,0.0004,-0.0004,0.0024,0.0035,0.0046,0.0035,-0.0037,68.55,0.01,0,0,0,0,0,0,0,,,,,,,,,,,
170,13106,1,1,1,0.025,0.0004,0.0246,0.0025,0.0036,0.0048,0.0036,-0.0038,65.53,0.01,0,0,0,0,0,0,0,,,,,,,,,,,
170.23,13115,1,1,1,0.025,0.0005,0.0245,0.0027,0.0038,0.0051,0.0038,-0.0039,62.83,0.01,0,0,0,0,0,0,0,,,,,,,,,,,
170.45,13124,1,1,1,0.025,0.0006,0.0244,0.0028,0.004,0.0053,0.004,-0.0041,60.38,0.01,0,0,0,0,0,0,0,,,,,,,,,,,
170.68,13133,1,1,1,0.025,0.0006,0.0244,0.003,0.0042,0.0056,0.0042,-0.0042,58.12,0.01,0,0,0,0,0,0,0,,,,,,,,,,,
170.9,13142,0,1,0.44,0.0114,0.0007,0.0108,0.0031,0.0044,0.0058,0.0044,-0.0043,56.01,0.01,0,0,0,0,1,1.1531,0,,,,,,,,,,,
171.13,13151,0,1,0,0,0.0007,-0.0007,0.0033,0.0046,0.0061,0.0046,-0.0045,54.02,0.01,0,0,0,0,0,0,0,,,,,,,,,,,
171.37,13160,0,1,0,0,0.0007,-0.0007,0.0035,0.0049,0.0064,0.0049,-0.0047,52.14,0.02,0,0,0,0,0,0,0,,,,,,,,,,,
171.61,13169,0,1,0,0,0.0008,-0.0008,0.0037,0.0051,0.0068,0.0051,-0.0048,50.35,0.02,0,0,0,0,0,0,0,,,,,,,,,,,
171.84,13178,0,1,0,0,0.0009,-0.0009,0.0039,0.0054,0.0071,0.0054,-0.005,48.65,0.03,0,0,0,0,0,0,0,,,,,,,,,,,
172.08,13187,0,1,0,0,0.0009,-0.0009,0.0041,0.0057,0.0074,0.0057,-0.0052,47.02,0.04,0,0,0,0,0,0,0,,,,,,,,,,,
172.31,13196,0,1,0,0,0.001,-0.001,0.0043,0.0059,0.0078,0.0059,-0.0053,45.46,0,0,0,0,0,0,0,0,,,,,,,,,,,
172.54,13205,0,1,0,0,0.001,-0.001,0.0045,0.0062,0.0081,0.0062,-0.0055,43.98,0.04,0,0,0,0,0,0,0,,,,,,,,,,,
172.77,13214,0,1,0,0,0.0011,-0.0011,0.0047,0.0064,0.0084,0.0064,-0.0057,42.56,0,0,0,0,0,0,0,0,,,,,,,,,,,
173,13223,0,1,0,0,0.0012,-0.0012,0.0049,0.0067,0.0088,0.0067,-0.0058,41.21,0,0,0,0,0,0,0,0,,,,,,,,,,,
173.12,13232,0,1,0,0,0.0012,-0.0012,0.005,0.0069,0.0091,0.0069,-0.006,39.92,0,0,0,0,0,0,0,0,,,,,,,,,,,
173.24,13241,0,1,0,0,0.0013,-0.0013,0.0052,0.0072,0.0094,0.0072,-0.0061,38.69,0,0,0,0,0,0,0,0,,,,,,,,,,,
173.36,13250,0,1,0,0,0.0013,-0.0013,0.0054,0.0074,0.0096,0.0074,-0.0063,37.53,0.04,0,0,0,0,0,0,0,,,,,,,,,,,
173.47,13259,0,1,0,0,0.0014,-0.0014,0.0055,0.0076,0.0099,0.0076,-0.0064,36.43,0.06,0,0,0,0,0,0,0,,,,,,,,,,,
173.59,13268,0,1,0,0,0.0014,-0.0014,0.0057,0.0078,0.0101,0.0078,-0.0065,35.4,0.08,0,0,0,0,0,0,0,,,,,,,,,,,
173.71,13277,0,1,0,0,0.0015,-0.0015,0.0058,0.0079,0.0103,0.0079,-0.0066,34.43,0.1,0,0,0,0,0,0,0,,,,,,,,,,,
173.83,13286,0,1,0,0,0.0015,-0.0015,0.0059,0.008,0.0105,0.008,-0.0067,33.52,0.13,0,0,0,0,0,0,0,,,,,,,,,,,
173.95,13295,0,1,0,0,0.0016,-0.0016,0.006,0.0081,0.0106,0.0081,-0.0067,32.67,0.17,0,0,0,0,0,0,0,,,,,,,,,,,
174.07,13304,0,1,0,0,0.0016,-0.0016,0.006,0.0082,0.0107,0.0082,-0.0068,31.89,0.22,0,0,0,0,0,0,0,,,,,,,,,,,
174.19,13313,0,1,0,0,0.0016,-0.0016,0.0061,0.0083,0.0108,0.0083,-0.0068,31.17,0.29,0,0,0,0,0,0,0,,,,,,,,,,,
174.32,13322,0,1,0,0,0.0017,-0.0017,0.0061,0.0083,0.0108,0.0083,-0.0069,30.51,0.37,0,0,0,0,0,0,0,,,,,,,,,,,
174.44,13331,0,1,0,0,0.0017,-0.0017,0.0061,0.0083,0.0108,0.0083,-0.0069,29.91,0.47,0,0,0,0,0,0,0,,,,,,,,,,,
174.56,13340,0,1,0,0,0.0017,-0.0017,0.0061,0.0083,0.0108,0.0083,-0.0069,29.36,0.58,0,0,0,0,0,0,0,,,,,,,,,,,
174.68,13349,0,1,0,0,0.0017,-0.0017,0.0061,0.0083,0.0108,0.0083,-0.0069,28.86,0.61,0,0,0,0,0,0,0,,,,,,,,,,,
174.81,13358,0,1,0,0,0.0017,-0.0017,0.006,0.0083,0.0107,0.0083,-0.0068,28.41,0.6,0,0,0,0,0,0,0,,,,,,,,,,,
174.93,13367,0,1,0.44,0.006,0.0017,0.0043,0.006,0.0082,0.0107,0.0082,-0.0068,27.99,0.59,0,0,0,0,0,0,0,,,,,,,,,,,
175.05,13376,1,1,1,0.0132,0.0017,0.0115,0.006,0.0082,0.0107,0.0082,-0.0068,27.6,0,0,0,0,0,0,0,0,,,,,,,,,,,
175.17,13385,1,1,1,0.0132,0.0016,0.0115,0.006,0.0082,0.0106,0.0082,-0.0068,27.23,0,0,0,0,0,0,0,0,,,,,,,,,,,
175.29,13394,1,1,1,0.0132,0.0016,0.0115,0.006,0.0082,0.0106,0.0082,-0.0068,26.88,0,0,0,0,0,0,0,0,,,,,,,,,,,
175.41,13403,1,1,1,0.0132,0.0016,0.0115,0.006,0.0082,0.0106,0.0082,-0.0068,26.55,0,0,0,0,0,0,0,0,,,,,,,,,,,
175.53,13412,1,1,1,0.0132,0.0016,0.0116,0.006,0.0082,0.0106,0.0082,-0.0068,26.24,0,0,0,0,0,0,0,0,,,,,,,,,,,
175.64,13421,1,1,1,0.0132,0.0016,0.0115,0.006,0.0082,0.0107,0.0082,-0.0068,25.94,0,0,0,0,0,0,0,0,,,,,,,,,,,
175.76,13430,1,1,1,0.0132,0.0016,0.0116,0.006,0.0082,0.0107,0.0082,-0.0068,25.66,0,0,0,0,0,0,0,0,,,,,,,,,,,
175.88,13439,1,1,1,0.0132,0.0016,0.0116,0.0061,0.0083,0.0108,0.0083,-0.0068,25.4,0,0,0,0,0,1,0.4276,0,,,,,,,,,,,
176,13448,0,1,0,0,0.0016,-0.0016,0.0061,0.0084,0.0108,0.0084,-0.0068,25.17,0,0,0,0,0,0,0,0,,,,,,,,,,,
176.13,13457,0,1,0,0,0.0016,-0.0016,0.0062,0.0084,0.0109,0.0084,-0.0068,24.97,0.58,0,0,0,0,0,0,0,,,,,,,,,,,
176.26,13466,0,1,0,0,0.0016,-0.0016,0.0062,0.0085,0.011,0.0085,-0.0068,24.79,0.58,0,0,0,0,0,0,0,,,,,,,,,,,
176.4,13475,0,1,0,0,0.0015,-0.0015,0.0063,0.0086,0.0111,0.0086,-0.0068,24.65,0.58,0,0,0,0,0,0,0,,,,,,,,,,,
176.53,13484,0,1,0,0,0.0015,-0.0015,0.0064,0.0086,0.0112,0.0086,-0.0069,24.53,0.58,0,0,0,0,0,0,0,,,,,,,,,,,
176.66,13493,0,1,0,0,0.0015,-0.0015,0.0064,0.0087,0.0113,0.0087,-0.0069,24.44,0.57,0,0,0,0,0,0,0,,,,,,,,,,,
176.79,13502,0,1,0,0,0.0014,-0.0014,0.0065,0.0088,0.0114,0.0088,-0.0069,24.36,0.57,0,0,0,0,0,0,0,,,,,,,,,,,
176.93,13511,1,1,0.89,0.0125,0.0014,0.0111,0.0066,0.0089,0.0115,0.0089,-0.0069,24.29,0.53,0,0,0,0,0,0,0,,,,,,,,,,,
177.05,13520,2,1,2,0.0263,0.0013,0.025,0.0066,0.009,0.0116,0.009,-0.0069,24.23,0.5,0,0,0,0,0,0,0,,,,,,,,,,,
177.17,13529,2,1,2,0.0263,0.0013,0.025,0.0067,0.0091,0.0117,0.0091,-0.007,24.18,0.47,0,0,0,0,0,0,0,,,,,,,,,,,
177.29,13538,2,1,2,0.0263,0.0013,0.025,0.0068,0.0092,0.0118,0.0092,-0.007,24.12,0.45,0,0,0,0,0,0,0,,,,,,,,,,,
177.41,13547,2,1,2,0.0263,0.0013,0.0251,0.0069,0.0093,0.012,0.0093,-0.0071,24.06,0.44,0,0,0,0,0,0,0,,,,,,,,,,,
177.53,13556,2,1,2,0.0263,0.0013,0.0251,0.007,0.0094,0.0122,0.0094,-0.0071,24.02,0.43,0,0,0,0,0,0,0,,,,,,,,,,,
177.64,13565,2,1,2,0.0263,0.0013,0.0251,0.0071,0.0096,0.0123,0.0096,-0.0072,23.99,0.41,0,0,0,0,0,0,0,,,,,,,,,,,
177.76,13574,2,1,2,0.0263,0.0013,0.025,0.0072,0.0097,0.0125,0.0097,-0.0072,23.98,0.34,0,0,0,0,0,0,0,,,,,,,,,,,
177.88,13583,2,1,2,0.0263,0.0012,0.0251,0.0073,0.0098,0.0126,0.0098,-0.0073,24,0.32,0,0,0,0,1,2.1675,0,,,,,,,,,,,
178,13592,0,1,0,0,0.0012,-0.0012,0.0074,0.0099,0.0127,0.0099,-0.0073,24.05,0.27,0,0,0,0,0,0,0,,,,,,,,,,,
178.06,13601,0,1,0,0,0.0012,-0.0012,0.0074,0.01,0.0128,0.01,-0.0073,24.14,0.22,0,0,0,0,0,0,0,,,,,,,,,,,
178.12,13610,0,1,0,0,0.0012,-0.0012,0.0075,0.01,0.0129,0.01,-0.0073,24.27,0.17,0,0,0,0,0,0,0,,,,,,,,,,,
178.18,13619,0,1,0,0,0.0011,-0.0011,0.0075,0.0101,0.0129,0.0101,-0.0073,24.44,0.13,0,0,0,0,0,0,0,,,,,,,,,,,
178.24,13628,0,1,0,0,0.0011,-0.0011,0.0075,0.0101,0.0129,0.0101,-0.0073,24.63,0.14,0,0,0,0,0,0,0,,,,,,,,,,,
178.3,13637,0,1,0,0,0.001,-0.001,0.0075,0.0101,0.013,0.0101,-0.0073,24.86,0.19,0,0,0,0,0,0,0,,,,,,,,,,,
178.36,13646,0,1,0,0,0.001,-0.001,0.0075,0.0101,0.0129,0.0101,-0.0073,25.11,0.26,0,0,0,0,0,0,0,,,,,,,,,,,
178.43,13655,0,1,0,0,0.0009,-0.0009,0.0075,0.0101,0.0129,0.0101,-0.0073,25.38,0,0,0,0,0,0,0,0,,,,,,,,,,,
178.49,13664,0,1,0,0,0.0008,-0.0008,0.0075,0.0101,0.0129,0.0101,-0.0072,25.66,0,0,0,0,0,0,0,0,,,,,,,,,,,
178.55,13673,0,1,0,0,0.0008,-0.0008,0.0075,0.0101,0.0129,0.0101,-0.0072,25.94,0,0,0,0,0,0,0,0,,,,,,,,,,,
178.61,13682,0,1,0,0,0.0007,-0.0007,0.0075,0.0101,0.0129,0.0101,-0.0072,26.2,0,0,0,0,0,0,0,0,,,,,,,,,,,
178.67,13691,0,1,0,0,0.0007,-0.0007,0.0076,0.0101,0.0129,0.0101,-0.0072,26.45,0,0,0,0,0,0,0,0,,,,,,,,,,,
178.73,13700,0,1,0,0,0.0006,-0.0006,0.0076,0.0101,0.013,0.0101,-0.0072,26.68,0,0,0,0,0,0,0,0,,,,,,,,,,,
178.79,13709,0,1,0,0,0.0005,-0.0005,0.0076,0.0102,0.013,0.0102,-0.0072,26.88,0,0,0,0,0,0,0,0,,,,,,,,,,,
178.85,13718,0,1,0,0,0.0005,-0.0005,0.0077,0.0102,0.0131,0.0102,-0.0072,27.07,0.73,0,0,0,0,0,0,0,,,,,,,,,,,
178.91,13727,0,1,0,0,0.0004,-0.0004,0.0077,0.0103,0.0131,0.0103,-0.0073,27.23,0.73,0,0,0,0,0,0,0,,,,,,,,,,,
178.97,13736,0,1,0,0,0.0004,-0.0004,0.0077,0.0103,0.0132,0.0103,-0.0073,27.38,0.73,0,0,0,0,0,0,0,,,,,,,,,,,
179.04,13745,0,1,0,0,0.0003,-0.0003,0.0078,0.0104,0.0133,0.0104,-0.0073,27.52,0.73,0,0,0,0,0,0,0,,,,,,,,,,,
179.1,13754,0,1,0,0,0.0003,-0.0003,0.0078,0.0104,0.0133,0.0104,-0.0073,27.65,0.73,0,0,0,0,0,0,0,,,,,,,,,,,
179.17,13763,0,1,0,0,0.0003,-0.0003,0.0078,0.0104,0.0134,0.0104,-0.0073,27.79,0.72,0,0,0,0,0,0,0,,,,,,,,,,,
179.23,13772,0,1,0,0,0.0002,-0.0002,0.0079,0.0105,0.0134,0.0105,-0.0073,27.92,0.71,0,0,0,0,0,0,0,,,,,,,,,,,
179.29,13781,0,1,0,0,0.0002,-0.0002,0.0079,0.0105,0.0134,0.0105,-0.0073,28.07,0.71,0,0,0,0,0,0,0,,,,,,,,,,,
179.36,13790,0,1,0,0,0.0002,-0.0002,0.0078,0.0104,0.0133,0.0104,-0.0073,28.23,0.7,0,0,0,0,0,0,0,,,,,,,,,,,
179.42,13799,0,1,0,0,0.0002,-0.0002,0.0078,0.0104,0.0133,0.0104,-0.0073,28.41,0,0,0,0,0,0,0,0,,,,,,,,,,,
179.49,13808,0,1,0,0,0.0001,-0.0001,0.0077,0.0103,0.0132,0.0103,-0.0073,28.59,0,0,0,0,0,0,0,0,,,,,,,,,,,
179.55,13817,0,1,0,0,0.0001,-0.0001,0.0077,0.0102,0.0131,0.0102,-0.0072,28.78,0,0,0,0,0,0,0,0,,,,,,,,,,,
179.62,13826,0,1,0,0,0.0001,-0.0001,0.0076,0.0101,0.0129,0.0101,-0.0071,28.98,0,0,0,0,0,0,0,0,,,,,,,,,,,
179.68,13835,0,1,0,0,0.0001,-0.0001,0.0074,0.0099,0.0127,0.0099,-0.0071,29.19,0,0,0,0,0,0,0,0,,,,,,,,,,,
179.75,13844,0,1,0,0,0.0001,-0.0001,0.0073,0.0098,0.0125,0.0098,-0.007,29.39,0,0,0,0,0,0,0,0,,,,,,,,,,,
179.81,13853,0,1,0,0,0.0001,-0.0001,0.0072,0.0096,0.0123,0.0096,-0.0069,29.6,0,0,0,0,0,0,0,0,,,,,,,,,,,
179.88,13862,0,1,0,0,0.0001,-0.0001,0.0071,0.0094,0.0121,0.0094,-0.0068,29.79,0.53,0,0,0,0,0,0,0,,,,,,,,,,,
179.94,13871,0,1,0.33,0.0024,0.0001,0.0023,0.0069,0.0093,0.0119,0.0093,-0.0067,29.96,0.51,0,0,0,0,0,0,0,,,,,,,,,,,
180.01,13880,3,1,3,0.024,0.0001,0.0239,0.0068,0.0091,0.0117,0.0091,-0.0066,30.12,0.02,0,0,0,0,0,0,0,,,,,,,,,,,
180.08,13889,3,1,3,0.024,0.0002,0.0238,0.0066,0.0089,0.0114,0.0089,-0.0066,30.26,0.02,0,0,0,0,0,0,0,,,,,,,,,,,
180.15,13898,3,1,3,0.024,0.0002,0.0238,0.0065,0.0087,0.0112,0.0087,-0.0065,30.37,0.02,0,0,0,0,0,0,0,,,,,,,,,,,
180.22,13907,3,1,3,0.024,0.0002,0.0238,0.0064,0.0086,0.011,0.0086,-0.0064,30.46,0.51,0,0,0,0,0,0,0,,,,,,,,,,,
180.3,13916,3,1,3,0.024,0.0002,0.0238,0.0063,0.0084,0.0109,0.0084,-0.0064,30.52,0.51,0,0,0,0,0,0,0,,,,,,,,,,,
180.37,13925,3,1,3,0.024,0.0003,0.0237,0.0062,0.0083,0.0107,0.0083,-0.0063,30.55,0.51,0,0,0,0,0,0,0,,,,,,,,,,,
180.44,13934,3,1,3,0.024,0.0003,0.0237,0.0061,0.0082,0.0105,0.0082,-0.0063,30.57,0.51,0,0,0,0,0,0,0,,,,,,,,,,,
180.51,13943,3,1,3,0.024,0.0004,0.0236,0.006,0.0081,0.0104,0.0081,-0.0062,30.56,0.51,0,0,0,0,0,0,0,,,,,,,,,,,
180.58,13952,3,1,3,0.024,0.0004,0.0236,0.0059,0.0079,0.0103,0.0079,-0.0062,30.53,0.56,0,0,0,0,0,0,0,,,,,,,,,,,
180.66,13961,3,1,3,0.024,0.0004,0.0236,0.0058,0.0079,0.0101,0.0079,-0.0061,30.48,0.57,0,0,0,0,0,0,0,,,,,,,,,,,
180.73,13970,3,1,3,0.024,0.0004,0.0236,0.0057,0.0078,0.01,0.0078,-0.0061,30.42,0.57,0,0,0,0,0,0,0,,,,,,,,,,,
180.8,13979,3,1,3,0.024,0.0005,0.0235,0.0057,0.0077,0.01,0.0077,-0.0061,30.34,0,0,0,0,0,0,0,0,,,,,,,,,,,
180.87,13988,3,1,3,0.024,0.0005,0.0235,0.0056,0.0076,0.0099,0.0076,-0.0061,30.24,0,0,0,0,0,0,0,0,,,,,,,,,,,
180.94,13997,2,1,2.33,0.0189,0.0005,0.0183,0.0056,0.0076,0.0098,0.0076,-0.006,30.14,0.62,0,0,0,0,1,4.6545,0,,,,,,,,,,,
181.02,14006,0,1,0,0,0.0006,-0.0006,0.0055,0.0075,0.0097,0.0075,-0.006,30.03,0.63,0,0,0,0,0,0,0,,,,,,,,,,,
181.09,14015,0,1,0,0,0.0006,-0.0006,0.0055,0.0074,0.0096,0.0074,-0.006,29.92,0.62,0,0,0,0,0,0,0,,,,,,,,,,,
181.17,14024,0,1,0,0,0.0007,-0.0007,0.0054,0.0073,0.0095,0.0073,-0.0059,29.81,0.61,0,0,0,0,0,0,0,,,,,,,,,,,
181.24,14033,0,1,0,0,0.0007,-0.0007,0.0053,0.0073,0.0094,0.0073,-0.0059,29.71,0.59,0,0,0,0,0,0,0,,,,,,,,,,,
181.32,14042,0,1,0,0,0.0008,-0.0008,0.0052,0.0072,0.0093,0.0072,-0.0058,29.61,0.52,0,0,0,0,0,0,0,,,,,,,,,,,
181.39,14051,0,1,0,0,0.0008,-0.0008,0.0052,0.007,0.0091,0.007,-0.0058,29.52,0.43,0,0,0,0,0,0,0,,,,,,,,,,,
181.47,14060,0,1,0,0,0.0009,-0.0009,0.0051,0.0069,0.009,0.0069,-0.0057,29.43,0.34,0,0,0,0,0,0,0,,,,,,,,,,,
181.55,14069,0,1,0,0,0.0009,-0.0009,0.0049,0.0068,0.0088,0.0068,-0.0056,29.33,0.27,0,0,0,0,0,0,0,,,,,,,,,,,
181.62,14078,0,1,0,0,0.0009,-0.0009,0.0048,0.0066,0.0086,0.0066,-0.0056,29.23,0.2,0,0,0,0,0,0,0,,,,,,,,,,,
181.7,14087,0,1,0,0,0.001,-0.001,0.0047,0.0065,0.0084,0.0065,-0.0055,29.12,0.15,0,0,0,0,0,0,0,,,,,,,,,,,
181.77,14096,0,1,0,0,0.001,-0.001,0.0046,0.0063,0.0082,0.0063,-0.0054,28.98,0.15,0,0,0,0,0,0,0,,,,,,,,,,,
181.85,14105,0,1,0,0,0.001,-0.001,0.0045,0.0062,0.0081,0.0062,-0.0053,28.82,0.16,0,0,0,0,0,0,0,,,,,,,,,,,
181.92,14114,0,1,0,0,0.0011,-0.0011,0.0044,0.006,0.0079,0.006,-0.0053,28.63,0.18,0,0,0,0,0,0,0,,,,,,,,,,,
182,14123,0,1,0,0,0.0011,-0.0011,0.0043,0.0059,0.0078,0.0059,-0.0052,28.42,0.19,0,0,0,0,0,0,0,,,,,,,,,,,
182.08,14132,0,1,0,0,0.0011,-0.0011,0.0042,0.0058,0.0076,0.0058,-0.0052,28.18,0.23,0,0,0,0,0,0,0,,,,,,,,,,,
182.16,14141,0,1,0,0,0.0012,-0.0012,0.0042,0.0058,0.0076,0.0058,-0.0051,27.92,0.29,0,0,0,0,0,0,0,,,,,,,,,,,
182.24,14150,0,1,0,0,0.0012,-0.0012,0.0041,0.0057,0.0075,0.0057,-0.0051,27.65,0,0,0,0,0,0,0,0,,,,,,,,,,,
182.32,14159,0,1,0,0,0.0012,-0.0012,0.0041,0.0057,0.0074,0.0057,-0.0051,27.38,0,0,0,0,0,0,0,0,,,,,,,,,,,
182.39,14168,0,1,0,0,0.0012,-0.0012,0.0041,0.0056,0.0074,0.0056,-0.0051,27.12,0,0,0,0,0,0,0,0,,,,,,,,,,,
182.47,14177,0,1,0,0,0.0013,-0.0013,0.004,0.0056,0.0073,0.0056,-0.005,26.88,0,0,0,0,0,0,0,0,,,,,,,,,,,
182.55,14186,0,1,0,0,0.0013,-0.0013,0.004,0.0056,0.0073,0.0056,-0.005,26.67,0,0,0,0,0,0,0,0,,,,,,,,,,,
182.63,14195,0,1,0,0,0.0013,-0.0013,0.004,0.0055,0.0073,0.0055,-0.005,26.5,0,0,0,0,0,0,0,0,,,,,,,,,,,
182.71,14204,0,1,0,0,0.0013,-0.0013,0.004,0.0055,0.0073,0.0055,-0.005,26.38,0,0,0,0,0,0,0,0,,,,,,,,,,,
182.79,14213,0,1,0,0,0.0013,-0.0013,0.004,0.0055,0.0072,0.0055,-0.005,26.31,0,0,0,0,0,0,0,0,,,,,,,,,,,
182.87,14222,0,1,0,0,0.0013,-0.0013,0.0039,0.0055,0.0072,0.0055,-0.005,26.28,0.56,0,0,0,0,0,0,0,,,,,,,,,,,
182.95,14231,0,1,0.33,0.0031,0.0013,0.0018,0.0039,0.0054,0.0072,0.0054,-0.005,26.32,0.53,0,0,0,0,0,0,0,,,,,,,,,,,
183.03,14240,1,1,1,0.0108,0.0013,0.0094,0.0039,0.0054,0.0071,0.0054,-0.005,26.41,0.51,0,0,0,0,0,0,0,,,,,,,,,,,
183.13,14249,1,1,1,0.0108,0.0013,0.0095,0.0039,0.0054,0.0071,0.0054,-0.0049,26.55,0.49,0,0,0,0,0,0,0,,,,,,,,,,,
183.23,14258,1,1,1,0.0108,0.0013,0.0095,0.0038,0.0053,0.007,0.0053,-0.0049,26.74,0.47,0,0,0,0,0,0,0,,,,,,,,,,,
183.32,14267,1,1,1,0.0108,0.0013,0.0095,0.0038,0.0053,0.0069,0.0053,-0.0049,26.98,0.45,0,0,0,0,0,0,0,,,,,,,,,,,
183.42,14276,1,1,1,0.0108,0.0013,0.0095,0.0037,0.0052,0.0069,0.0052,-0.0048,27.28,0.44,0,0,0,0,0,0,0,,,,,,,,,,,
183.52,14285,1,1,1,0.0108,0.0013,0.0095,0.0037,0.0052,0.0068,0.0052,-0.0048,27.62,0.43,0,0,0,0,0,0,0,,,,,,,,,,,
183.61,14294,1,1,1,0.0108,0.0013,0.0094,0.0037,0.0051,0.0067,0.0051,-0.0048,28.01,0.42,0,0,0,0,0,0,0,,,,,,,,,,,
183.71,14303,1,1,1,0.0108,0.0013,0.0094,0.0036,0.005,0.0066,0.005,-0.0047,28.45,0.41,0,0,0,0,0,0,0,,,,,,,,,,,
183.81,14312,1,1,1,0.0108,0.0014,0.0094,0.0035,0.005,0.0065,0.005,-0.0047,28.95,0.38,0,0,0,0,0,0,0,,,,,,,,,,,
183.9,14321,1,1,1,0.0108,0.0014,0.0093,0.0035,0.0049,0.0064,0.0049,-0.0046,29.5,0.32,0,0,0,0,1,0.7662,0,,,,,,,,,,,
184,14330,0,1,0,0,0.0014,-0.0014,0.0034,0.0048,0.0063,0.0048,-0.0046,30.12,0.27,0,0,0,0,0,0,0,,,,,,,,,,,
184.08,14339,0,1,0,0,0.0015,-0.0015,0.0033,0.0047,0.0062,0.0047,-0.0045,30.8,0.23,0,0,0,0,0,0,0,,,,,,,,,,,
184.16,14348,0,1,0,0,0.0015,-0.0015,0.0032,0.0045,0.006,0.0045,-0.0044,31.54,0.2,0,0,0,0,0,0,0,,,,,,,,,,,
184.24,14357,0,1,0,0,0.0015,-0.0015,0.0031,0.0044,0.0058,0.0044,-0.0043,32.36,0.17,0,0,0,0,0,0,0,,,,,,,,,,,
184.32,14366,0,1,0,0,0.0014,-0.0014,0.003,0.0042,0.0056,0.0042,-0.0042,33.24,0.12,0,0,0,0,0,0,0,,,,,,,,,,,
184.41,14375,0,1,0,0,0.0014,-0.0014,0.0029,0.0041,0.0054,0.0041,-0.0041,34.2,0.09,0,0,0,0,0,0,0,,,,,,,,,,,
